customer_id,age,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,streaming_data_ratio,hotspot_data_ratio,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,avg_minutes_per_call,monthly_sms,international_minutes,roaming_voice_minutes,roaming_data_gb,international_voice_ratio,roaming_voice_ratio,roaming_data_ratio,monthly_recharge,total_usage_events,calls_per_rupee,data_per_rupee,churn
CUST01038,28.97966201716438,25.8630126985834,42.1,1.403,94.91,4.25,2.2544,0.101,36.21,28,14,14,1.2932,64,3.82,1.87,3.91,0.1055,0.0516,0.0929,813.52,92,0.0344,0.05175,1
CUST01039,32.14849458081917,115.18946265637342,1,0.033,2.81,0.27,2.81,0.27,171.09,85,43,42,2.0128,42,8.03,13.35,0.12,0.0469,0.078,0.12,221.44,127,0.3839,0.004516,0
CUST01040,39.45590745056795,89.69827311691333,9.35,0.312,16.46,1.03,1.7604,0.1102,47.59,33,17,16,1.4421,75,4.58,3.1,0.82,0.0962,0.0651,0.0877,406.46,108,0.0812,0.023003,0
CUST01041,20.71275768755027,42.21455182669477,17.03,0.568,53.28,3.05,3.1286,0.1791,448.49,269,146,123,1.6672,82,11.72,9.75,1.62,0.0261,0.0217,0.0951,528.41,351,0.5091,0.032229,0
CUST01042,43.12894908346722,62.07117514892781,8.55,0.285,22.36,2.32,2.6152,0.2713,1215.08,355,197,158,3.4228,84,36.7,25.91,1.97,0.0302,0.0213,0.2304,630.11,439,0.5634,0.013569,0
CUST01043,47.96997465294707,30.33589660835408,8.02,0.267,19.53,1.59,2.4352,0.1983,362.45,418,231,187,0.8671,79,23.2,10.23,2.26,0.064,0.0282,0.2818,443.95,497,0.9415,0.018065,0
CUST01044,18,42.427008043638295,28.81,0.96,79.16,3.48,2.7477,0.1208,201.08,147,73,74,1.3679,73,13.41,7.24,4.93,0.0667,0.036,0.1711,783.42,220,0.1876,0.036775,0
CUST01045,29.82427937960378,44.52882097414141,1.79,0.06,3.47,0.26,1.9385,0.1453,906.47,904,408,496,1.0027,80,94.88,11.08,0.38,0.1047,0.0122,0.2123,479.6,984,1.8849,0.003732,0
CUST01046,59.86548061715323,86.00545661190358,37.51,1.25,106.6,4.83,2.8419,0.1288,143.77,85,58,27,1.6914,59,3.89,0.5,3.08,0.0271,0.0035,0.0821,739.3,144,0.115,0.050737,0
CUST01047,44.698944083427925,57.930525285559874,2.2,0.073,3.5,0.22,1.5909,0.1,37.94,15,6,9,2.5293,26,1.67,0.79,0.59,0.044,0.0208,0.2682,114.3,41,0.1312,0.019248,1
CUST01048,29.104322633485,46.25741349919791,4.71,0.157,13.78,0.5,2.9257,0.1062,132.19,66,33,33,2.0029,30,1.37,7.79,0.75,0.0104,0.0589,0.1592,188.94,96,0.3493,0.024929,0
CUST01049,38.13173242125601,47.344255672073295,5.01,0.167,13.14,1.03,2.6228,0.2056,897.31,577,301,276,1.5551,89,84.54,52.38,1,0.0942,0.0584,0.1996,493.95,666,1.1681,0.010143,0
CUST01050,28.96429820582016,40.31554750444205,1.27,0.042,4.02,0.17,3.1654,0.1339,206.96,139,61,78,1.4889,44,5.63,11.32,0.33,0.0272,0.0547,0.2598,229.47,183,0.6057,0.005534,0
CUST01051,18,18.89661228831072,1.97,0.066,5.02,0.2,2.5482,0.1015,415.69,233,123,110,1.7841,95,46.53,29.03,0.19,0.1119,0.0698,0.0964,755.77,328,0.3083,0.002607,0
CUST01052,29.617273334856986,28.311226437612017,10.1,0.337,26.31,2.2,2.605,0.2178,128.82,61,29,32,2.1118,80,6.35,9.34,0.57,0.0493,0.0725,0.0564,414.12,141,0.1473,0.024389,0
CUST01053,41.12540218426389,35.96942331344164,31.63,1.054,99.15,5.9,3.1347,0.1865,282.83,230,151,79,1.2297,123,33.03,5.89,5.29,0.1168,0.0208,0.1672,1006.19,353,0.2286,0.031435,1
CUST01054,39.40601358016867,20.119944345393574,8.09,0.27,23.98,2.35,2.9642,0.2905,418.42,162,98,64,2.5828,91,5.57,7.16,1.98,0.0133,0.0171,0.2447,673.4,253,0.2406,0.012014,0
CUST01055,32.246018966329686,50.57113036618228,24.09,0.803,64.62,6.01,2.6824,0.2495,285.9,118,48,70,2.4229,123,29.49,14.32,6.2,0.1031,0.0501,0.2574,1086.54,241,0.1086,0.022171,0
CUST01056,23.569158278137287,44.73847938855669,4.3,0.143,14.52,1.17,3.3767,0.2721,253.47,169,84,85,1.4998,104,25.14,8.43,0.06,0.0992,0.0333,0.014,401.64,273,0.4208,0.010706,0
CUST01057,31.33225202857484,23.29338058864732,15.69,0.523,39.28,4.07,2.5035,0.2594,260.9,118,59,59,2.211,84,8.38,12.96,3.73,0.0321,0.0497,0.2377,659.45,202,0.1789,0.023793,0
CUST01058,38.6660691116421,53.656664046506855,5.83,0.194,17.47,0.84,2.9966,0.1441,114.52,52,30,22,2.2023,102,7.18,3.23,0.48,0.0627,0.0282,0.0823,385.48,154,0.1349,0.015124,1
CUST01059,34.49730637223241,51.6733185584424,5.89,0.196,19.49,0.85,3.309,0.1443,448.94,261,143,118,1.7201,80,48.53,6.56,0.19,0.1081,0.0146,0.0323,388.3,341,0.6722,0.015169,0
CUST01060,24.45367953891752,120,27.19,0.906,71.4,3.06,2.626,0.1125,165.12,63,32,31,2.621,55,5.41,7.19,2.42,0.0328,0.0435,0.089,562.14,118,0.1121,0.048369,0
CUST01061,31.35662035036928,52.22240827737422,10.92,0.364,36.45,3.18,3.3379,0.2912,310.84,171,96,75,1.8178,75,7.4,0.43,0.4,0.0238,0.0014,0.0366,586.21,246,0.2917,0.018628,0
CUST01062,34.812143659700574,46.32977637717112,19.47,0.649,35.96,2.83,1.8469,0.1454,153.1,101,53,48,1.5158,136,3.91,0.44,2.18,0.0255,0.0029,0.112,1024.32,237,0.0986,0.019008,0
CUST01063,44.54340046991838,120,4.46,0.149,9.32,1.13,2.0897,0.2534,275.19,103,65,38,2.6717,85,15.23,20.15,0.65,0.0553,0.0732,0.1457,586.82,188,0.1755,0.0076,0
CUST01064,22.91540443079075,12.978964804811543,6.18,0.206,12.47,1.42,2.0178,0.2298,79.14,55,30,25,1.4389,95,1.12,1.3,1.71,0.0142,0.0164,0.2767,322.35,150,0.1706,0.019172,0
CUST01065,54.76255803259791,47.04129915351148,7.42,0.247,12.66,1.53,1.7062,0.2062,234.2,173,79,94,1.3538,113,12.5,4.55,1.95,0.0534,0.0194,0.2628,452.1,286,0.3827,0.016412,0
CUST01066,31.88121484336901,69.93060937210105,31.07,1.036,62.79,5.96,2.0209,0.1918,135.25,65,37,28,2.0808,56,9.48,9.56,7.01,0.0701,0.0707,0.2256,583.55,121,0.1114,0.053243,0
CUST01067,36.31530363068259,64.44521270805996,2.03,0.068,3.32,0.25,1.6355,0.1232,34.44,11,5,6,3.1309,37,1.89,1.85,0.06,0.0549,0.0537,0.0296,191.66,48,0.0574,0.010592,0
CUST01068,57.30079449348207,67.52250517851215,0.58,0.019,0.91,0.13,1.569,0.2241,19.07,9,6,3,2.1189,32,0.42,1.49,0.08,0.022,0.0781,0.1379,142.7,41,0.0631,0.004064,0
CUST01069,29.39686491493456,26.49347156099499,12.26,0.409,24.78,2.66,2.0212,0.217,204.71,65,31,34,3.1494,77,21.59,9.31,1.22,0.1055,0.0455,0.0995,377.52,142,0.1722,0.032475,0
CUST01070,33.637623455267594,86.81160710756889,9.51,0.317,30.17,1.22,3.1725,0.1283,335.54,134,73,61,2.504,86,34.11,17.33,2.79,0.1017,0.0516,0.2934,380.26,220,0.3524,0.025009,0
CUST01071,23.40086006107386,59.011965698246655,8.63,0.288,17.27,1.43,2.0012,0.1657,144.86,67,29,38,2.1621,100,7.82,10.37,2.37,0.054,0.0716,0.2746,349.3,167,0.1918,0.024707,0
CUST01072,30.89491516271081,18.382264444080818,0.46,0.015,1.54,0.12,3.3478,0.2609,225.3,153,78,75,1.4725,38,17.44,4.55,0.13,0.0774,0.0202,0.2826,223.69,191,0.684,0.002056,0
CUST01073,31.20520669574943,54.07958213969143,5.82,0.194,14.97,1.47,2.5722,0.2526,85.28,65,31,34,1.312,35,1.32,3.59,1.46,0.0155,0.0421,0.2509,217.62,100,0.2987,0.026744,0
CUST01074,22.816097452730126,21.74835302282361,3.46,0.115,7.9,0.84,2.2832,0.2428,42.61,22,10,12,1.9368,33,1.73,0.3,0.78,0.0406,0.007,0.2254,209.34,55,0.1051,0.016528,0
CUST01075,41.4092080167124,31.654117881010603,20.26,0.675,45.14,3.53,2.228,0.1742,139.2,72,40,32,1.9333,119,7.18,10.92,4.32,0.0516,0.0784,0.2132,956.91,191,0.0752,0.021172,0
CUST01076,29.829211895897235,60.360138348844295,5.64,0.188,15.48,0.91,2.7447,0.1613,441.28,314,188,126,1.4054,94,31.84,19.45,0.89,0.0722,0.0441,0.1578,413.92,408,0.7586,0.013626,0
CUST01077,32.983481815619335,70.55172362815759,10.67,0.356,22.61,1.96,2.119,0.1837,236.18,130,76,54,1.8168,88,25.68,11.43,1.86,0.1087,0.0484,0.1743,321.62,218,0.4042,0.033176,1
CUST01078,39.75243217576719,120,69.53,2.318,117.41,5.43,1.6886,0.0781,15.49,5,3,2,3.098,64,1,0.23,10.02,0.0646,0.0148,0.1441,834.01,69,0.006,0.083368,1
CUST01079,18.89499964915146,71.55076924771711,4.3,0.143,8.25,1.28,1.9186,0.2977,36.39,14,5,9,2.5993,32,2.65,0.69,0.65,0.0728,0.019,0.1512,213.37,46,0.0656,0.020153,0
CUST01080,32.030312989325154,47.241424594422746,26.09,0.87,66.49,5.84,2.5485,0.2238,414.57,178,83,95,2.329,131,31.96,10.37,1.26,0.0771,0.025,0.0483,985.97,309,0.1805,0.026461,0
CUST01081,28.54316518608668,95.53319725807673,1.73,0.058,5.29,0.48,3.0578,0.2775,653.88,451,286,165,1.4498,78,63.04,4.32,0.13,0.0964,0.0066,0.0751,624.8,529,0.7218,0.002769,0
CUST01082,18,88.5512728603675,1.37,0.046,4.12,0.2,3.0073,0.146,65.99,28,19,9,2.3568,36,4.19,5.21,0.1,0.0635,0.079,0.073,193.01,64,0.1451,0.007098,0
CUST01083,50.89845009566584,24.78358920654031,6.87,0.229,18.72,0.87,2.7249,0.1266,78.94,79,42,37,0.9992,103,5.73,4.46,0.7,0.0726,0.0565,0.1019,437.18,182,0.1807,0.015714,0
CUST01084,37.04148007332345,80.50120353376629,8.43,0.281,13.5,1.83,1.6014,0.2171,431.65,190,124,66,2.2718,79,40.58,30.73,1.18,0.094,0.0712,0.14,642.81,269,0.2956,0.013114,0
CUST01085,40.84638308927749,120,12.84,0.428,36.05,2.18,2.8076,0.1698,322.24,163,72,91,1.9769,105,19.94,0.89,1.71,0.0619,0.0028,0.1332,994.61,268,0.1639,0.01291,0
CUST01086,24.391277052710027,28.11560597576763,7.73,0.258,16.33,0.68,2.1125,0.088,210.4,90,38,52,2.3378,94,22.79,16.69,2.13,0.1083,0.0793,0.2755,446.89,184,0.2014,0.017297,0
CUST01087,27.889304262766856,49.75668768461711,64.77,2.159,116.87,14,1.8044,0.2161,105.93,51,26,25,2.0771,65,11.98,5.86,3.19,0.1131,0.0553,0.0493,782.14,116,0.0652,0.082811,0
CUST01088,30.685430353186472,58.10419056705695,0.46,0.015,1.45,0.04,3.1522,0.087,36.19,14,8,6,2.585,34,2.53,0.1,0.06,0.0699,0.0028,0.1304,206.12,48,0.0679,0.002232,0
CUST01089,18,46.30934560021198,25.4,0.847,62.83,1.68,2.4736,0.0661,118.79,49,27,22,2.4243,113,3.23,8.69,1.91,0.0272,0.0732,0.0752,992.42,162,0.0494,0.025594,0
CUST01090,28.406113812976468,62.689096679287175,6.78,0.226,18.84,1.04,2.7788,0.1534,70.83,37,20,17,1.9143,28,1.15,1.73,1.97,0.0162,0.0244,0.2906,154.9,65,0.2389,0.04377,0
CUST01091,35.53572447334574,109.48588803988112,46.03,1.534,144.82,8.22,3.1462,0.1786,349.95,223,112,111,1.5693,110,40.76,13.87,6.99,0.1165,0.0396,0.1519,959.2,333,0.2325,0.047988,0
CUST01092,22.077436997599698,37.39201032569841,13.29,0.443,21.92,3.66,1.6494,0.2754,157.25,98,55,43,1.6046,78,15.31,11.19,2.38,0.0974,0.0712,0.1791,655.98,176,0.1494,0.02026,0
CUST01093,26.658389891093528,15.99507476192629,41.19,1.373,66.54,7.21,1.6154,0.175,183.67,90,52,38,2.0408,60,9.39,10.82,11.88,0.0511,0.0589,0.2884,653.21,150,0.1378,0.063058,1
CUST01094,28.77546700545742,42.66611097600469,1.99,0.066,6.4,0.12,3.2161,0.0603,562.94,408,165,243,1.3798,96,32.3,13.62,0.41,0.0574,0.0242,0.206,424.95,504,0.9601,0.004683,1
CUST01095,46.11145071944314,48.16559544369871,0.45,0.015,1.21,0.11,2.6889,0.2444,49.98,16,9,7,3.1237,34,5.79,0.01,0.07,0.1158,0.0002,0.1556,118.39,50,0.1351,0.003801,0
CUST01096,39.66265218321067,37.20759766394641,3.45,0.115,8.4,0.39,2.4348,0.113,28.64,16,7,9,1.79,45,3.38,2.15,0.38,0.118,0.0751,0.1101,166.5,61,0.0961,0.020721,0
CUST01097,18,33.919635766163594,0.25,0.008,0.73,0.07,2.92,0.28,55.97,22,9,13,2.5441,48,1.38,1.96,0.06,0.0247,0.035,0.24,198.64,70,0.1108,0.001259,0
CUST01098,34.83312202036289,22.36851579808565,0.57,0.019,1.68,0.08,2.9474,0.1404,185.25,100,57,43,1.8525,47,15.16,4.8,0.07,0.0818,0.0259,0.1228,171.44,147,0.5833,0.003325,0
CUST01099,38.757150982561775,21.1225279015447,3.17,0.106,5.14,0.56,1.6215,0.1767,804.7,374,169,205,2.1516,78,88.12,58.03,0.72,0.1095,0.0721,0.2271,520.39,452,0.7187,0.006092,0
CUST01100,27.832489250147034,83.33088281948285,5.48,0.183,10.04,1.07,1.8321,0.1953,218.41,89,45,44,2.454,82,5.96,14.28,0.33,0.0273,0.0654,0.0602,574.52,171,0.1549,0.009538,0
CUST01101,47.16177473174825,67.02437852913162,1.52,0.051,4.82,0.1,3.1711,0.0658,183.44,121,56,65,1.516,28,14.97,1.04,0.01,0.0816,0.0057,0.0066,188.85,149,0.6407,0.008049,0
CUST01102,25.341390791523065,97.31439072520875,29.36,0.979,74.91,5.61,2.5514,0.1911,571.12,310,182,128,1.8423,121,42,17.9,2.77,0.0735,0.0313,0.0943,933.09,431,0.3322,0.031465,1
CUST01103,34.91323694435185,25.867417776623498,5.32,0.177,8.33,0.68,1.5658,0.1278,837.68,327,146,181,2.5617,93,69.66,53.18,1.15,0.0832,0.0635,0.2162,486.36,420,0.6723,0.010938,0
CUST01104,18.14444832808145,60.4742675930611,26.9,0.897,51.23,7.01,1.9045,0.2606,354.66,182,84,98,1.9487,115,10.27,15.78,8.02,0.029,0.0445,0.2981,898.92,297,0.2025,0.029925,1
CUST01105,20.047402294824103,96.88839903989307,12.34,0.411,39.91,2.32,3.2342,0.188,216.45,100,59,41,2.1645,112,21.99,4.2,0.76,0.1016,0.0194,0.0616,1125.9,212,0.0888,0.01096,0
CUST01106,26.67875727406648,112.31172063080784,1.56,0.052,4.74,0.19,3.0385,0.1218,69.62,52,29,23,1.3388,38,4.96,1.23,0.38,0.0712,0.0177,0.2436,192.7,90,0.2698,0.008095,0
CUST01107,40.17138661520512,94.04024351754082,11.51,0.384,28.69,0.79,2.4926,0.0686,114.39,45,21,24,2.542,82,2.09,4.09,2.08,0.0183,0.0358,0.1807,406.26,127,0.1108,0.028332,0
CUST01108,18,46.60275595597311,7.44,0.248,18.82,1.5,2.5296,0.2016,375.12,174,69,105,2.1559,73,40.46,6.12,1.05,0.1079,0.0163,0.1411,536.62,247,0.3243,0.013865,0
CUST01109,23.999590245573167,38.71340270931525,18.39,0.613,47.34,5.03,2.5742,0.2735,74.22,23,12,11,3.227,81,4.8,5.59,5.05,0.0647,0.0753,0.2746,677.11,104,0.034,0.02716,0
CUST01110,18,50.61160013942233,0.85,0.028,2.79,0.22,3.2824,0.2588,105,89,56,33,1.1798,26,11.08,4.89,0.14,0.1055,0.0466,0.1647,187.24,115,0.4753,0.00454,0
CUST01111,21.545933608048287,86.76842335202485,2.12,0.071,4.97,0.62,2.3443,0.2925,748.05,472,275,197,1.5849,85,55.16,32.27,0.35,0.0737,0.0431,0.1651,651.48,557,0.7245,0.003254,0
CUST01112,18,24.48678676721097,1.99,0.066,5.3,0.47,2.6633,0.2362,93.11,58,31,27,1.6053,44,6.17,0.07,0.02,0.0663,0.0008,0.0101,251.14,102,0.2309,0.007924,1
CUST01113,18,60.7160200578482,0.93,0.031,2.35,0.21,2.5269,0.2258,91.65,47,26,21,1.95,38,6.15,2.36,0.17,0.0671,0.0258,0.1828,169.81,85,0.2768,0.005477,0
CUST01114,33.172441155899826,41.49752795525052,9.46,0.315,30.84,0.87,3.26,0.092,61.14,30,20,10,2.038,90,2.23,2.37,2.2,0.0365,0.0388,0.2326,455.68,120,0.0658,0.02076,0
CUST01115,25.13821366101681,88.87961990784343,31.31,1.044,93.82,4.44,2.9965,0.1418,89.25,51,24,27,1.75,76,6.59,6.64,5.48,0.0738,0.0744,0.175,904.9,127,0.0564,0.034601,0
CUST01116,24.34782120509844,88.52072044517885,12.09,0.403,31.4,1.32,2.5972,0.1092,58.48,21,8,13,2.7848,61,3.24,3.19,2.93,0.0554,0.0545,0.2423,810.58,82,0.0259,0.014915,0
CUST01117,33.132647723500995,29.697689632680003,3.06,0.102,5.67,0.26,1.8529,0.085,18.83,7,4,3,2.69,53,0.6,0.45,0.54,0.0319,0.0239,0.1765,158.99,60,0.044,0.019246,0
CUST01118,23.12657364559168,44.54322534976042,3.6,0.12,10.13,0.76,2.8139,0.2111,554.81,262,160,102,2.1176,83,36.74,34.76,0.76,0.0662,0.0627,0.2111,534.57,345,0.4901,0.006734,0
CUST01119,28.49487079185124,62.84477455781386,8.92,0.297,24.57,1.5,2.7545,0.1682,160.2,99,41,58,1.6182,104,16.13,10.53,0.75,0.1007,0.0657,0.0841,430.39,203,0.23,0.020725,0
CUST01120,32.24517154804877,120,1.6,0.053,2.86,0.33,1.7875,0.2062,253.83,202,97,105,1.2566,35,9.39,20.13,0.07,0.037,0.0793,0.0438,185.08,237,1.0914,0.008645,0
CUST01121,45.405742979076166,116.9287857138194,2.09,0.07,5.59,0.51,2.6746,0.244,696.17,376,196,180,1.8515,82,8.76,31.46,0.35,0.0126,0.0452,0.1675,633.07,458,0.5939,0.003301,0
CUST01122,24.85185218237112,21.69853562128263,36.13,1.204,101.07,2.23,2.7974,0.0617,452.12,496,287,209,0.9115,111,29.71,24.84,7.94,0.0657,0.0549,0.2198,1034.37,607,0.4795,0.034929,0
CUST01123,33.996010935467226,20.91769319126226,2.18,0.073,7.19,0.51,3.2982,0.2339,254.27,225,116,109,1.1301,76,17.93,13.72,0.36,0.0705,0.054,0.1651,505.43,301,0.4452,0.004313,0
CUST01124,23.9829915450938,39.84741814826076,9.94,0.331,34.59,1.19,3.4799,0.1197,471.59,163,82,81,2.8932,76,19.71,22.24,0.53,0.0418,0.0472,0.0533,682.96,239,0.2387,0.014554,1
CUST01125,31.73302029353185,88.12342266852738,13.38,0.446,28.89,0.71,2.1592,0.0531,33.74,16,11,5,2.1088,72,3.62,0.83,3.24,0.1073,0.0246,0.2422,768.88,88,0.0208,0.017402,0
CUST01126,28.82695752583196,44.280501114108965,40.77,1.359,91.92,2.17,2.2546,0.0532,119.18,73,42,31,1.6326,85,11.38,2.23,2.15,0.0955,0.0187,0.0527,790.58,158,0.0923,0.05157,0
CUST01127,42.55948936528601,13.73384824694716,1.88,0.063,5.6,0.36,2.9787,0.1915,93.41,29,14,15,3.221,26,4.95,4.59,0.23,0.053,0.0491,0.1223,152.56,55,0.1901,0.012323,0
CUST01128,34.976742706660524,43.005279031815306,8.79,0.293,27.07,2.45,3.0796,0.2787,387.37,170,77,93,2.2786,100,23.74,12.69,2.27,0.0613,0.0328,0.2582,352.84,270,0.4818,0.024912,0
CUST01129,38.91683895623943,38.830831201605335,12.73,0.424,35.33,2.32,2.7753,0.1822,243.95,123,79,44,1.9833,98,5.55,1.35,0.78,0.0228,0.0055,0.0613,462.03,221,0.2662,0.027552,0
CUST01130,29.64412934341721,43.17899185826292,9.77,0.326,22.31,1.02,2.2835,0.1044,145.07,168,91,77,0.8635,93,8.58,6.56,0.89,0.0591,0.0452,0.0911,376.71,261,0.446,0.025935,0
CUST01131,28.937013707413413,66.32160769974729,42.87,1.429,97.99,12.56,2.2857,0.293,99.39,86,41,45,1.1557,86,6.2,6.01,12.3,0.0624,0.0605,0.2869,648.51,172,0.1326,0.066105,1
CUST01132,31.005879872975925,76.83799181501419,3.73,0.124,8.92,0.64,2.3914,0.1716,156.46,57,33,24,2.7449,90,6.37,1,0.56,0.0407,0.0064,0.1501,391.96,147,0.1454,0.009516,0
CUST01133,26.95673611920908,65.16727663230122,0.57,0.019,1.93,0.16,3.386,0.2807,43.84,27,15,12,1.6237,44,1.29,3.07,0.04,0.0294,0.07,0.0702,201.45,71,0.134,0.002829,0
CUST01134,56.10743470547673,88.85276265525043,3.84,0.128,9.03,0.52,2.3516,0.1354,56.82,79,41,38,0.7192,37,4.73,0.25,0.01,0.0832,0.0044,0.0026,182.53,116,0.4328,0.021038,0
CUST01135,25.415870535882245,12.843210922547698,29.75,0.992,78.83,3.88,2.6497,0.1304,59.83,29,15,14,2.0631,70,3.11,1.37,4.53,0.052,0.0229,0.1523,696.82,99,0.0416,0.042694,0
CUST01136,31.84135574897723,25.651147499039187,2.3,0.077,5.21,0.12,2.2652,0.0522,161.37,103,55,48,1.5667,40,2.18,10.42,0.6,0.0135,0.0646,0.2609,198.52,143,0.5188,0.011586,1
CUST01137,31.33879592834506,25.776631840546585,18.95,0.632,51.77,1.79,2.7319,0.0945,792.16,429,199,230,1.8465,94,67.76,5.16,1.45,0.0855,0.0065,0.0765,577.55,523,0.7428,0.032811,0
CUST01138,37.12054438162125,37.97562955214426,14.37,0.479,29.13,4.15,2.0271,0.2888,488.87,251,128,123,1.9477,96,22.9,1.18,2.61,0.0468,0.0024,0.1816,445.52,347,0.5634,0.032254,0
CUST01139,29.63503242402429,37.19657028740224,8.81,0.294,27.18,0.73,3.0851,0.0829,382.71,207,123,84,1.8488,75,31.63,7.35,0.13,0.0826,0.0192,0.0148,384.15,282,0.5389,0.022934,0
CUST01140,48.43832264184003,65.30232333132194,33.41,1.114,82.27,4.75,2.4624,0.1422,181.88,142,82,60,1.2808,57,8.93,4.68,0.03,0.0491,0.0257,0.0009,844.36,199,0.1682,0.039568,0
CUST01141,36.45756920614606,33.515758905409314,11,0.367,22.49,0.78,2.0445,0.0709,903.4,489,288,201,1.8474,84,19.66,65.64,1.83,0.0218,0.0727,0.1664,468.15,573,1.0445,0.023497,0
CUST01142,33.04521088515341,53.80281661044115,9.73,0.324,33.31,1.86,3.4234,0.1912,122.47,69,44,25,1.7749,94,8.22,2.4,0.32,0.0671,0.0196,0.0329,346.59,163,0.1991,0.028074,0
CUST01143,25.407175215507763,68.95704754981799,25.78,0.859,69.39,6.74,2.6916,0.2614,28.96,13,7,6,2.2277,62,0.49,0.5,7.56,0.0169,0.0173,0.2933,790.54,75,0.0164,0.032611,0
CUST01144,36.09154296613989,44.85872148296253,34.59,1.153,57.93,3.13,1.6748,0.0905,91.82,65,40,25,1.4126,68,10.02,1.82,6.69,0.1091,0.0198,0.1934,726.73,133,0.0894,0.047597,0
CUST01145,39.24637699582357,49.08273608426994,4.25,0.142,13.03,1.08,3.0659,0.2541,168.91,84,40,44,2.0108,90,6.65,8.76,0.63,0.0394,0.0519,0.1482,384.38,174,0.2185,0.011057,0
CUST01146,25.90502291720297,21.699522568557413,3.17,0.106,9.05,0.84,2.8549,0.265,211.13,199,102,97,1.061,88,4.66,8.15,0.42,0.0221,0.0386,0.1325,492.5,287,0.4041,0.006437,0
CUST01147,38.30602779112424,79.45892956692845,6.57,0.219,10.15,1.2,1.5449,0.1826,209.96,78,35,43,2.6918,76,18.74,3.3,0.2,0.0893,0.0157,0.0304,583.47,154,0.1337,0.01126,0
CUST01148,34.49098716579199,28.230143120728545,23.51,0.784,81.57,6.02,3.4696,0.2561,183,96,46,50,1.9063,67,21.55,11.53,5.08,0.1178,0.063,0.2161,809.94,163,0.1185,0.029027,0
CUST01149,29.54676715191231,51.93325698492404,1.39,0.046,4.39,0.38,3.1583,0.2734,606.79,282,165,117,2.1517,90,10.02,26.48,0.4,0.0165,0.0436,0.2878,631.11,372,0.4468,0.002202,0
CUST01150,27.425661575026552,98.13459723631324,8.61,0.287,21.32,2.51,2.4762,0.2915,454.02,229,114,115,1.9826,83,14.34,19.45,1.44,0.0316,0.0428,0.1672,594.71,312,0.3851,0.014478,0
CUST01151,26.029486743424943,20.692582353977865,34.86,1.162,55.43,6.84,1.5901,0.1962,270.13,184,93,91,1.4681,77,15.77,18.27,5.93,0.0584,0.0676,0.1701,847.99,261,0.217,0.041109,0
CUST01152,40.34656031797622,103.27946151495016,4.42,0.147,8.94,1.21,2.0226,0.2738,141.11,74,42,32,1.9069,67,10.76,5.27,0.27,0.0763,0.0373,0.0611,582.62,141,0.127,0.007586,0
CUST01153,47.40864990879045,37.15785795274928,24.52,0.817,43.26,3.89,1.7643,0.1586,233.75,164,90,74,1.4253,61,5.31,14.35,1.48,0.0227,0.0614,0.0604,731.56,225,0.2242,0.033517,0
CUST01154,31.66921052529845,120,37.72,1.257,64.54,6.09,1.711,0.1615,88.78,42,22,20,2.1138,71,8.75,3.07,0.22,0.0986,0.0346,0.0058,848.6,113,0.0495,0.04445,0
CUST01155,18,42.52571411921817,20.32,0.677,52.19,5.34,2.5684,0.2628,82.85,65,31,34,1.2746,77,6.2,1.89,4.32,0.0748,0.0228,0.2126,843.27,142,0.0771,0.024097,0
CUST01156,49.33043633386976,59.49532508948611,4.27,0.142,13.72,1.17,3.2131,0.274,1200.85,636,332,304,1.8881,81,92.79,77.13,1,0.0773,0.0642,0.2342,533.9,717,1.1912,0.007998,0
CUST01157,22.064193861867786,120,4.09,0.136,11.82,1.03,2.89,0.2518,4.22,0,0,0,0,43,0.28,0.25,0.74,0.0664,0.0592,0.1809,223.98,43,0,0.018261,0
CUST01158,24.77819139938816,103.36689132713477,11.85,0.395,38.21,2.2,3.2245,0.1857,302.8,109,61,48,2.778,93,19.7,19.12,0.31,0.0651,0.0631,0.0262,525.39,202,0.2075,0.022555,0
CUST01159,41.14944514367319,66.58036624545409,2.65,0.088,5.68,0.49,2.1434,0.1849,472.51,249,125,124,1.8976,88,47.29,4.66,0.07,0.1001,0.0099,0.0264,701.49,337,0.355,0.003778,0
CUST01160,18,67.50313141029332,1.14,0.038,2.48,0.26,2.1754,0.2281,44.85,30,16,14,1.495,33,2.61,2.23,0.12,0.0582,0.0497,0.1053,172.77,63,0.1736,0.006598,0
CUST01161,33.12169538864119,26.7153969241252,8.59,0.286,22.82,1.69,2.6566,0.1967,394.55,190,96,94,2.0766,89,41.7,20.72,1.73,0.1057,0.0525,0.2014,671.43,279,0.283,0.012794,0
CUST01162,21.71687612622574,77.64768326929489,3.73,0.124,8.79,0.54,2.3566,0.1448,8.83,3,2,1,2.9433,26,0.3,0.66,0.91,0.034,0.0747,0.244,204.78,29,0.0146,0.018215,0
CUST01163,32.34461443986239,10.56837018979212,6.4,0.213,20.52,1.22,3.2062,0.1906,310.49,112,60,52,2.7722,89,33.93,8.05,1.24,0.1093,0.0259,0.1937,446.77,201,0.2507,0.014325,0
CUST01164,18,99.65801450435312,38.17,1.272,110.34,10.47,2.8908,0.2743,60.55,27,11,16,2.2426,65,6.42,4.34,0.98,0.106,0.0717,0.0257,799.15,92,0.0338,0.047763,0
