customer_id,age,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,international_minutes,roaming_voice_minutes,monthly_sms,roaming_data_gb,monthly_recharge,city,operator,network_type,account_type,churn
CUST01489,40.02226416016598,45.6063136778028,10.83,0.361,35.68,0.98,171.54,69,41,28,7.66,0.89,100,2.35,357.4,Kolkata,Airtel,4G,Individual,1
CUST01490,24.273498755138565,57.97335416732872,8.99,0.3,27.4,1.45,245.62,229,129,100,4.87,5.93,109,1.97,425.26,Lucknow,Jio,5G,Business,0
CUST01491,23.888951369102028,120,4.84,0.161,15.43,0.86,134.71,146,83,63,12.72,6.81,38,0.55,197.21,Pune,Vi,5G,Individual,0
CUST01492,18,29.01700643094283,6.42,0.214,20.75,1.2,193.37,98,42,56,7.91,6.35,94,0.22,430.04,Noida,Vi,5G,Individual,0
CUST01493,34.81144984162429,28.341442423617483,1.07,0.036,3.66,0.24,167.22,111,55,56,5.85,3.77,25,0.21,168.48,Hyderabad,Airtel,5G,Individual,0
CUST01494,34.163681997921074,67.13646873128721,0.56,0.019,1.58,0.16,75.11,40,24,16,4.01,4.62,44,0.09,227.23,Kolkata,Airtel,5G,Individual,0
CUST01495,29.41893168376212,120,32.01,1.067,54.93,9.07,118.15,45,27,18,9.18,2.84,66,5.56,586.99,Kolkata,Airtel,5G,Individual,1
CUST01496,18.69877675916431,76.78236300386415,34.87,1.162,53.57,2.51,118.42,63,33,30,4.6,7.6,64,8.66,638.25,Pune,Airtel,4G,Individual,0
CUST01497,22.10807862198352,39.70018612546343,12.43,0.414,25.57,3.15,40.55,15,9,6,4.38,1.32,79,3.23,737.37,Hyderabad,Airtel,5G,Individual,0
CUST01498,37.461800485031816,96.92770996361055,8.5,0.283,23.7,0.94,146.61,119,71,48,17.37,1.55,81,1.55,283.71,Chennai,BSNL,4G,Business,0
CUST01499,29.39729701623728,41.578223077557375,8.03,0.268,21.06,0.91,409.24,249,129,120,41.76,31.43,94,1.79,354.24,Lucknow,Vi,5G,Individual,0
CUST01500,18.51868121013068,29.8482397008206,4.57,0.152,14.33,0.77,616.77,449,252,197,33.97,17.51,84,0.94,552.71,Gurugram,Jio,4G,Individual,0
CUST01501,29.68394821237893,45.40805872188443,4.26,0.142,6.98,0.74,232.28,159,85,74,18.03,14.57,87,0.64,447.41,Noida,Jio,5G,Individual,0
CUST01502,27.74369431360305,55.00632330855756,6.4,0.213,10.33,1.48,82.75,36,18,18,2.56,2.41,94,1.12,397.25,Hyderabad,Airtel,4G,Individual,0
CUST01503,40.67025637454033,32.180068032277696,1.33,0.044,3.72,0.14,72.11,58,30,28,5.85,5.44,32,0.22,201.8,Bengaluru,Jio,5G,Business,0
CUST01504,19.48097987633136,48.48015950122107,5.1,0.17,10.63,0.35,240.94,98,62,36,21.37,16.34,80,0.77,356.09,Hyderabad,Airtel,5G,Family,0
CUST01505,28.85582356370722,74.07603483827957,4.49,0.15,12.33,0.53,37.23,18,9,9,0.4,1.75,104,0.5,356.53,Gurugram,Jio,5G,Business,1
CUST01506,18,34.65577426087965,9.54,0.318,19.47,2.47,393.44,269,115,154,19.45,6.89,98,2.02,400.97,Gurugram,Vi,5G,Individual,0
CUST01507,22.8970888823738,23.629705496584155,54.55,1.818,148.08,10.36,109.84,53,23,30,4.69,1.88,89,1.33,578.55,Delhi,Airtel,4G,Individual,0
CUST01508,37.377187559821415,120,23.71,0.79,48.08,6.8,319.16,148,71,77,34.81,7.93,87,3.26,336.68,Chennai,Jio,5G,Individual,0
CUST01509,48.217605098772495,22.19021537842448,32.46,1.082,86.33,8.52,79.05,45,23,22,6.14,3.32,81,5.31,814.04,Hyderabad,Jio,5G,Individual,0
CUST01510,22.720894970301632,82.1425975276008,5.25,0.175,13.65,0.81,737.56,397,214,183,47.41,9.4,83,1.32,585.6,Mumbai,Vi,5G,Individual,1
CUST01511,19.54819804472876,39.35738336223219,9.22,0.307,25.08,1.79,318.3,105,53,52,35.68,22.88,78,1.13,595.74,Noida,Airtel,5G,Individual,0
CUST01512,55.68469344076972,70.41946385885491,35.61,1.187,54.11,3.29,150.26,65,30,35,10.43,11.37,73,4.85,655.69,Bengaluru,Jio,5G,Individual,0
CUST01513,26.026392080255818,13.386794667230156,26.1,0.87,40.43,6.86,353.1,293,140,153,4.46,2.31,137,3.93,994.21,Hyderabad,Jio,4G,Individual,0
CUST01514,36.27247978011269,90.04535998923902,5.06,0.169,14.48,0.62,161.14,81,40,41,16.16,7.44,25,1.34,227.84,Hyderabad,Airtel,4G,Individual,0
CUST01515,27.35045695783382,54.47887125379498,1.09,0.036,3.03,0.3,25.94,14,9,5,1.14,0.17,40,0.23,265.94,Delhi,Airtel,5G,Individual,0
CUST01516,30.770114749444065,45.90780231253471,5.85,0.195,10.21,0.36,43.19,27,12,15,2.12,1.88,32,0.87,211.65,Gurugram,Vi,4G,Individual,0
CUST01517,21.36481013785573,120,29.89,0.996,85.29,4.63,68.64,79,38,41,6.42,3.65,87,2.43,790.81,Bengaluru,Airtel,5G,Individual,0
CUST01518,33.468092101897824,39.8594524564067,2.46,0.082,5.28,0.23,871.12,870,562,308,69.46,16.17,75,0.72,472.83,Delhi,Airtel,5G,Individual,0
CUST01519,32.13965504597921,75.80437537977106,0.68,0.023,1.16,0.15,94.45,65,31,34,2.46,6.58,39,0.08,212.36,Gurugram,Vi,4G,Family,1
CUST01520,40.0045558101083,120,15.76,0.525,45.23,3.61,495.29,515,231,284,58.97,38.88,110,1.67,728.73,Pune,Airtel,4G,Individual,0
CUST01521,18,88.55242381046858,3.93,0.131,9.63,0.4,65.48,34,19,15,5.46,2.1,35,0.42,263.27,Lucknow,Vi,5G,Individual,0
CUST01522,56.04668145083471,28.160449237863823,29.76,0.992,75.19,8.87,408.69,226,103,123,45.59,14.1,124,1.46,1065.06,Pune,Jio,5G,Individual,0
CUST01523,30.41653020113684,29.045223936314347,4.84,0.161,12.66,0.66,143.93,89,50,39,6.55,0.34,95,0.73,415.27,Delhi,Vi,5G,Individual,0
CUST01524,18,34.71471421624602,2.23,0.074,5.14,0.36,120.05,127,77,50,12.15,1.77,42,0.11,220.4,Noida,Vi,4G,Individual,0
CUST01525,30.603748812624943,25.05720310240577,3.51,0.117,6.55,0.4,363.44,164,105,59,16.86,11.89,83,0.28,382.01,Delhi,Airtel,5G,Individual,0
CUST01526,36.57876644263879,38.25875786487425,3.93,0.131,12.87,1.03,204.15,149,85,64,11.58,8.36,90,0.89,330.97,Delhi,Airtel,4G,Individual,0
CUST01527,30.587359589277675,44.01909386101978,0.97,0.032,2.55,0.1,62.74,44,21,23,1.66,2.13,90,0.04,437.93,Bengaluru,Airtel,4G,Individual,0
CUST01528,21.10505464985557,120,20.64,0.688,63.65,5.09,313.84,205,135,70,26.4,3.12,106,0.3,452.75,Chennai,Airtel,5G,Family,0
CUST01529,30.358066390919674,57.71925272608163,9.5,0.317,30.24,2.5,535.38,186,91,95,22.85,6.52,92,2.56,621.58,Delhi,BSNL,5G,Family,0
CUST01530,28.491289325620865,49.05450626343008,12.78,0.426,30.41,1.09,102.2,82,45,37,3.14,7.66,91,0.64,373.47,Lucknow,Jio,5G,Family,1
CUST01531,27.56882489847873,82.4721825239338,13.42,0.447,46.3,0.8,144.63,59,34,25,8.56,11.53,96,0.43,439.9,Kolkata,Jio,5G,Individual,0
CUST01532,37.69237919903832,62.26744825454213,22.34,0.745,41.66,1.27,125.89,52,28,24,1.76,1.96,66,3.87,604.22,Kolkata,Airtel,5G,Individual,0
CUST01533,27.46836888196957,93.14430238794046,51.38,1.713,168.02,11.28,63.3,30,12,18,1.19,3.96,65,7.64,716.04,Noida,Jio,4G,Family,0
CUST01534,30.682299456539457,25.186368847916302,6.88,0.229,19.79,0.38,230.1,123,61,62,25.37,13.02,72,0.56,286.35,Lucknow,Airtel,5G,Individual,0
CUST01535,18,13.724795810816198,5.07,0.169,10.22,0.92,149.06,99,53,46,10.15,7.13,98,0.11,474.58,Lucknow,Jio,5G,Individual,0
CUST01536,25.115569018730984,44.75019937819305,1.84,0.061,4.63,0.18,57.5,30,13,17,1.72,2.89,34,0.44,170.26,Noida,Airtel,5G,Family,0
CUST01537,22.51163079817595,57.39568509819141,1.76,0.059,5.28,0.27,48.41,14,7,7,4.88,1.96,39,0.34,259.68,Gurugram,Jio,5G,Individual,1
CUST01538,32.84621419890679,28.023422510351,42.86,1.429,144.62,11.24,153.55,83,39,44,10.95,1.97,66,1.86,842.19,Hyderabad,Airtel,5G,Family,0
CUST01539,23.51686021833742,42.46225567634805,1.07,0.036,3.58,0.12,61,25,12,13,5.56,0.22,27,0.09,188.91,Gurugram,BSNL,5G,Individual,0
CUST01540,30.26528574482577,32.19043834123309,4.4,0.147,14.42,1.12,188.96,138,60,78,5.75,3.64,87,1.09,457.51,Hyderabad,Jio,4G,Individual,0
CUST01541,21.001210594353275,51.65900538660697,23.77,0.792,52.99,2.78,120.07,58,29,29,10.04,6.39,76,6.46,736.39,Hyderabad,Vi,5G,Family,0
CUST01542,32.95140437259993,109.32582790684371,2.45,0.082,4.36,0.26,73.14,28,15,13,8.4,0.22,30,0.39,201.57,Mumbai,Airtel,5G,Individual,0
CUST01543,35.96890153361276,35.49647174650368,71.84,2.395,148.42,15.02,70.33,36,22,14,8.43,2.61,75,4.06,898.4,Chennai,Jio,4G,Individual,0
CUST01544,18,27.42185297723264,12.52,0.417,42.08,3.05,383.41,257,167,90,12.75,4.07,103,0.05,375.99,Chennai,Airtel,5G,Business,0
CUST01545,29.47006483690186,66.85158360562836,29.94,0.998,95.2,7.32,244.91,108,59,49,16.31,16.68,125,1.09,1147.5,Chennai,Vi,5G,Individual,0
CUST01546,37.60162442321222,42.6648744988377,3.89,0.13,8.88,0.8,221.23,112,74,38,8.75,12.69,77,1,537.75,Hyderabad,Jio,5G,Individual,0
CUST01547,23.101460389080284,43.436485820873344,9.8,0.327,22.54,0.62,294.32,162,67,95,30.95,23.19,79,2.17,582.36,Gurugram,Airtel,5G,Individual,0
CUST01548,24.36462053461484,31.45298026022791,50.94,1.698,87.8,5.28,245.57,166,84,82,17.44,15.34,59,3.91,704.02,Bengaluru,Jio,4G,Individual,0
CUST01549,18.115856849547484,52.99222312534085,1.6,0.053,2.45,0.32,49.16,42,24,18,3.76,1.22,24,0.24,231.02,Mumbai,Vi,5G,Individual,0
CUST01550,23.201525067216235,28.94763296005418,23.19,0.773,60.51,3.86,353.43,144,86,58,26.76,26.77,85,0.99,874.14,Delhi,Jio,4G,Individual,0
CUST01551,37.71428487020047,35.087869510771434,53.07,1.769,131.87,15.34,245.18,178,73,105,22.78,6.37,130,1.77,803.39,Delhi,Jio,5G,Family,0
CUST01552,18.02750375667432,120,39.47,1.316,71.25,9.18,58.57,34,17,17,6.94,0.98,77,0.27,696.24,Hyderabad,Jio,5G,Individual,0
CUST01553,35.30399442369162,59.50618908339966,3.69,0.123,10.13,0.71,356.79,225,94,131,15.49,4.48,94,0.56,722.43,Lucknow,Vi,5G,Individual,0
CUST01554,22.19423110019569,20.228475988249333,12.65,0.422,26.52,1.8,524.8,237,100,137,48.1,35.24,85,2.7,526.51,Pune,Airtel,5G,Family,0
CUST01555,34.8790518216078,72.21902254054443,0.74,0.025,2.14,0.13,104.42,45,28,17,9.68,7.69,26,0.01,248.62,Bengaluru,Jio,4G,Individual,0
CUST01556,44.95863318505696,33.78696631095095,0.99,0.033,3.44,0.15,68.07,48,25,23,4.39,0.05,26,0.12,216.8,Lucknow,Airtel,4G,Individual,0
CUST01557,25.88526930719901,85.91912731428758,44.32,1.477,108.18,9.11,77.62,38,16,22,8.4,2.64,90,7.65,589.67,Gurugram,Jio,5G,Business,0
CUST01558,29.6236974018986,48.30885830858449,14.04,0.468,25.99,2.84,161.85,53,24,29,17.08,5.66,95,1.8,359.02,Noida,Airtel,4G,Business,0
CUST01559,38.71618258765491,14.798986511223536,7.69,0.256,23.26,1.47,775.95,453,263,190,52.26,11.19,80,0.09,512.05,Chennai,Airtel,5G,Individual,0
CUST01560,28.375207847147124,20.327825600156384,41.47,1.382,132.07,10.56,80.36,33,18,15,3.53,2.75,132,4.47,1149.97,Bengaluru,Vi,5G,Family,1
CUST01561,22.386142627790782,46.43430274693711,7.99,0.266,21.26,2.11,225.13,99,40,59,24.2,5.02,101,1.46,391.06,Chennai,Airtel,5G,Individual,0
CUST01562,41.01467471757126,46.637215029374765,0.56,0.019,1.69,0.12,37.52,20,9,11,1.87,1.43,25,0.04,218.77,Mumbai,Jio,5G,Individual,0
CUST01563,28.84369001226403,51.44681667405264,6.22,0.207,13.42,1.49,335.45,271,139,132,13.66,6.18,71,1.19,461.56,Chennai,Jio,5G,Family,0
CUST01564,39.90324187566216,80.23303351630658,4.92,0.164,15.13,0.74,94.77,34,18,16,7.49,3.69,87,0.69,390.13,Gurugram,Airtel,5G,Individual,0
CUST01565,23.05687482379668,89.33088161900311,6.97,0.232,20.87,1.08,1040.47,608,236,372,101.45,40.4,72,1.4,558.13,Chennai,Airtel,4G,Individual,0
CUST01566,25.72621579667598,48.00422158282216,8.83,0.294,18.78,0.66,218.52,148,86,62,23.15,9.59,80,1.37,352.45,Hyderabad,Jio,5G,Individual,1
CUST01567,27.354721886882555,82.00780354021632,36.89,1.23,89.52,10.71,169.61,99,58,41,16.54,0.02,53,0.19,533.12,Hyderabad,Vi,5G,Individual,0
CUST01568,46.3646291528986,5.067996378468776,1.98,0.066,4.39,0.19,85.76,48,25,23,2.55,0.53,40,0.59,229.88,Chennai,Jio,5G,Individual,0
CUST01569,43.30921802333042,28.14125246869988,30.18,1.006,52.53,4,29.78,19,10,9,1.55,0.74,66,6.01,657.24,Lucknow,Jio,5G,Individual,0
CUST01570,18,46.25257305059399,14,0.467,27.28,1.33,72.71,30,18,12,2.05,3.05,77,0.11,433.66,Delhi,Vi,4G,Individual,0
CUST01571,20.960768497570704,75.62083303801505,19.77,0.659,50.74,3.66,67,36,23,13,7.69,3.3,71,1.95,655.73,Noida,Vi,5G,Individual,0
CUST01572,28.817159715505223,55.35492302609788,0.39,0.013,0.87,0.11,190.11,94,39,55,11.97,12.69,39,0.02,196.96,Pune,Airtel,4G,Individual,0
CUST01573,22.564607608698296,50.21864150064058,45.14,1.505,100.34,8.72,100.61,76,45,31,6.57,7.39,85,7.11,744.46,Pune,Jio,4G,Individual,1
CUST01574,39.51023482693786,120,6.29,0.21,18.61,0.32,305.59,173,93,80,36.5,0.48,89,0.98,605.12,Hyderabad,Jio,5G,Family,0
CUST01575,35.459359177313566,88.97199731245748,5.92,0.197,10.68,0.47,128.26,87,40,47,3.58,6.06,43,0.64,159.06,Lucknow,Jio,5G,Individual,1
CUST01576,21.32004628150916,59.3774384106994,0.72,0.024,1.44,0.2,31.11,17,9,8,3.24,1.7,39,0.15,198.43,Gurugram,Jio,5G,Individual,0
CUST01577,24.096062712259943,67.45292705013554,1.49,0.05,3.54,0.12,16.36,5,3,2,0.28,0.48,24,0.38,193.25,Mumbai,Airtel,4G,Individual,0
CUST01578,38.11438659815106,32.869301669217535,36.06,1.202,100.74,5.08,172.25,96,42,54,14.31,9.58,82,3.07,538.55,Chennai,Airtel,5G,Individual,0
CUST01579,21.76680946376336,23.57029376801179,47.47,1.582,101.55,10.17,46.58,15,8,7,3.37,0.36,65,1.39,743.5,Noida,Jio,5G,Individual,0
CUST01580,26.517556439055912,37.81220077695615,3.85,0.128,6.46,1.11,63.88,33,17,16,4.09,1.71,82,1.15,526.21,Hyderabad,Jio,4G,Business,0
CUST01581,43.43617567837788,23.44294770187866,2.51,0.084,6.98,0.4,31.47,21,11,10,1.27,0.86,34,0.63,187.48,Gurugram,Airtel,4G,Business,0
CUST01582,32.94273954800989,10.197644281669294,3.05,0.102,4.74,0.71,181.58,73,35,38,7.67,2.53,82,0.26,253.09,Mumbai,Jio,4G,Individual,0
CUST01583,39.50424126087721,120,58.46,1.949,132,12.92,92.88,35,19,16,2.41,4.16,57,10.55,614.75,Kolkata,Jio,4G,Business,0
CUST01584,30.885957154960064,120,8.56,0.285,19.08,0.77,281.65,167,97,70,18.65,21.69,85,0.2,400.97,Chennai,Airtel,5G,Individual,0
CUST01585,44.200350575383865,35.56024880753101,21.52,0.717,36.2,4.8,567.76,193,103,90,56.73,31.35,108,6.19,955.5,Pune,Airtel,4G,Individual,0
CUST01586,46.54982323364571,73.60253248931863,0.43,0.014,0.89,0.11,126.69,82,36,46,13.37,3.58,37,0.04,217.78,Chennai,Vi,5G,Individual,0
CUST01587,23.88207837918125,63.75270043170918,23.01,0.767,77.77,6.71,88.72,54,27,27,2.99,3.4,76,1.89,604.13,Pune,Airtel,5G,Business,0
CUST01588,30.29058897370244,26.34645448361784,14.21,0.474,41.72,1.01,470.99,194,112,82,23.1,21.99,105,0.92,414.34,Lucknow,Vi,5G,Individual,0
CUST01589,29.40236881643088,35.305016409452335,9.88,0.329,22.81,2.84,249.48,213,133,80,18.89,9.46,72,0.69,424.71,Bengaluru,Airtel,5G,Family,0
CUST01590,21.78011963673585,29.055506363719573,36.79,1.226,75.83,6.27,158.52,95,43,52,11.13,7.84,64,9.93,558.39,Kolkata,Jio,5G,Individual,0
CUST01591,32.01815184512871,60.14108151663896,29.17,0.972,54.29,7.29,258.36,99,48,51,18.45,17.06,75,2.29,690.33,Lucknow,Jio,5G,Individual,0
CUST01592,21.531176806464178,49.391693864234725,74.73,2.491,131.01,6.39,242.39,110,56,54,20.15,4.85,104,9.64,1049.03,Bengaluru,Vi,5G,Individual,0
CUST01593,23.76492954445727,28.272449947068107,2.49,0.083,8.37,0.35,14.08,9,5,4,0.3,0.64,35,0.38,158.54,Pune,Jio,4G,Individual,0
CUST01594,30.31403618733715,120,4.65,0.155,10.58,0.63,63.58,29,15,14,2.23,3.24,32,1.08,233.91,Bengaluru,Jio,4G,Family,0
CUST01595,37.32861435498459,40.93807082470864,37.42,1.247,128.07,4.51,91.93,49,24,25,3.84,2.64,62,10.85,528.63,Hyderabad,Airtel,4G,Individual,0
CUST01596,34.856495822922255,50.2330096663201,42.74,1.425,122.19,8.23,58.49,29,12,17,2.32,4.54,71,11.58,757.79,Kolkata,Airtel,5G,Individual,0
CUST01597,55.88942498203021,22.8443395640383,2.09,0.07,7.02,0.48,53.28,28,17,11,3.65,0.2,83,0.33,401.88,Hyderabad,Airtel,5G,Individual,1
CUST01598,34.82290440604882,33.352042951061065,2.08,0.069,4.99,0.21,29.98,18,10,8,2.47,2.02,29,0.44,162.13,Hyderabad,Jio,5G,Individual,1
CUST01599,27.16249428392217,120,7.02,0.234,14.46,1.96,21.66,11,7,4,0.43,0.48,22,0.52,157.57,Hyderabad,Vi,5G,Family,1
CUST01600,34.005924138653064,34.1409458168973,4.01,0.134,6.5,1.05,297.88,93,45,48,26.91,14.03,90,0.66,625.69,Hyderabad,Airtel,5G,Family,1
CUST01601,31.46700131272336,35.10797441767705,1.21,0.04,2.14,0.26,109.72,80,48,32,8.89,3.4,34,0.07,185.32,Bengaluru,Jio,5G,Business,0
CUST01602,42.980194852417455,13.102554722636508,8.39,0.28,12.89,1.66,155.86,64,28,36,9.29,5.43,93,0.29,345.8,Pune,Jio,5G,Individual,0
CUST01603,43.384940523479145,26.37143387770473,1.02,0.034,2.66,0.06,80.68,66,42,24,6.27,3.66,36,0.02,135.92,Chennai,Jio,5G,Family,0
CUST01604,18,43.47811999292168,3.02,0.101,6.95,0.68,36.84,14,8,6,4.21,0.45,86,0.72,349.59,Gurugram,Vi,5G,Family,0
CUST01605,42.17580742551811,120,0.94,0.031,1.79,0.17,64.55,20,10,10,7.2,2.15,36,0.09,237.86,Noida,Airtel,5G,Individual,0
CUST01606,44.66554863334274,90.59992765369822,9.36,0.312,23.8,2.64,120,46,31,15,5.67,2.3,88,2.62,363.78,Delhi,Jio,4G,Family,0
CUST01607,32.793208461620345,101.57828137803382,1.52,0.051,3.27,0.33,100.62,49,21,28,5.76,6.28,32,0.32,184.33,Noida,Airtel,5G,Family,0
CUST01608,39.70443597506879,90.4619636600963,16.67,0.556,34.2,1.81,213.54,105,64,41,14.59,3.35,85,3.02,551.67,Gurugram,Airtel,5G,Family,0
CUST01609,34.27445697369561,26.84442360796069,2.55,0.085,5.75,0.4,13.88,5,3,2,0.24,0.52,33,0.26,173.46,Bengaluru,Vi,5G,Individual,0
CUST01610,38.81296879516823,49.68519343804768,11.89,0.396,39.07,3.28,185.41,82,42,40,17.19,3.76,92,1.39,327.77,Hyderabad,Vi,5G,Individual,0
CUST01611,19.486143765338763,28.05141663243072,12.41,0.414,28.34,0.63,420.05,219,115,104,18.28,14.03,80,3.03,568.34,Mumbai,Airtel,5G,Individual,0
CUST01612,18.33154261189076,56.14223901812927,10.04,0.335,30.03,0.92,94.01,44,28,16,8.6,5.38,80,1.65,680.38,Noida,Vi,4G,Individual,1
CUST01613,34.537532148215426,56.7672869540792,7.67,0.256,21.05,1.26,58.2,29,13,16,2.52,2.69,94,1.56,510.45,Chennai,Vi,4G,Business,0
CUST01614,18,118.16230040930976,8.21,0.274,16.89,2.28,230.25,140,75,65,6.28,8.13,91,1.3,431.36,Gurugram,Vi,5G,Individual,0
CUST01615,34.634863382563765,39.71068558316353,4.21,0.14,12.27,0.77,23.91,14,8,6,0.53,1.03,80,1.17,398.18,Delhi,Vi,4G,Family,0
CUST01616,36.3457032167323,49.11928593273205,44.08,1.469,153.67,2.58,151.42,77,41,36,13.32,5.1,69,6.14,766.88,Kolkata,Vi,5G,Individual,0
CUST01617,29.888481696313388,74.0434162819244,41.14,1.371,126.5,11.06,245.47,331,161,170,5.81,7.5,110,9.59,1010.99,Bengaluru,Vi,4G,Individual,1
CUST01618,18,56.87684505591284,24.53,0.818,80.71,5.25,94.39,43,28,15,9.96,4.54,76,4.89,874.52,Lucknow,Vi,4G,Individual,1
CUST01619,31.12953588446499,7.165439816271114,60.3,2.01,122.03,13.75,48.34,19,11,8,2.56,2.97,76,13.69,639.73,Chennai,Jio,4G,Individual,0
CUST01620,27.14195752892166,30.2698077193422,25.79,0.86,83.52,1.75,301.92,133,73,60,32.78,14.81,68,3,768.04,Bengaluru,Airtel,5G,Business,0
CUST01621,39.76024338019102,53.94359422810647,8.25,0.275,17.11,1.43,251.24,86,41,45,27.12,11.38,94,0.84,390.85,Delhi,Airtel,5G,Individual,0
CUST01622,33.47309846888862,51.803620476671625,2.21,0.074,6.23,0.36,136.55,58,36,22,15.74,9.28,25,0.27,143.55,Bengaluru,Airtel,4G,Individual,0
CUST01623,45.320372285575054,37.94961645289317,13.27,0.442,35.37,2.37,37.32,18,10,8,3.5,0.96,66,0.2,655.62,Hyderabad,Jio,5G,Business,0
CUST01624,50.85370448327421,113.24105284255955,18.36,0.612,51.16,2.75,231.94,241,159,82,16.79,15.14,131,0.37,832.21,Gurugram,Jio,5G,Individual,1
CUST01625,20.81184184511253,44.308893204042064,2.65,0.088,5.58,0.47,48.66,18,11,7,1.56,0.02,39,0.69,219.42,Lucknow,Airtel,5G,Individual,0
CUST01626,18.49341400145422,20.91888306291177,43.54,1.451,125.66,4.44,28.81,22,13,9,0.84,1.63,70,9.33,830.88,Pune,Airtel,4G,Individual,0
CUST01627,34.276537852726015,49.79655279018328,2.56,0.085,5.91,0.74,42.85,21,12,9,2.48,3.11,26,0.67,131.86,Delhi,Vi,5G,Individual,0
CUST01628,29.015034056621044,83.93043086434025,5.08,0.169,8.01,1.03,243.45,123,60,63,15.39,9.07,87,0.72,325.2,Gurugram,Airtel,5G,Individual,0
CUST01629,23.436746124339628,28.50984361575055,3.18,0.106,6.97,0.61,354.11,147,85,62,41.75,26.54,30,0.32,237.04,Mumbai,Jio,5G,Individual,0
CUST01630,18,73.94154484915947,10.39,0.346,17.53,2.99,142.27,53,34,19,2.38,0.91,98,0.6,435.51,Pune,Airtel,4G,Individual,0
CUST01631,30.93511557337127,106.7257338107626,7.16,0.239,18.42,1.61,495.44,189,96,93,34.15,3.62,80,0.02,597.24,Bengaluru,Airtel,5G,Individual,0
CUST01632,34.823858003812376,50.43133001338611,12.52,0.417,36.54,2.12,140.53,77,30,47,15.92,6.19,98,0.05,351.96,Hyderabad,BSNL,5G,Individual,0
CUST01633,43.43149602369326,18.201105096666225,26.89,0.896,70.72,2.38,92.94,33,21,12,5.73,5.25,77,6.66,644.63,Chennai,Vi,5G,Family,0
CUST01634,31.14568702789409,120,6.46,0.215,19.65,1.1,319.46,220,88,132,16.41,2.25,60,0.07,779.36,Chennai,Airtel,5G,Business,0
CUST01635,18,73.54109391937604,12.44,0.415,20.96,0.95,189.13,119,64,55,10.32,13.35,136,0.47,972.8,Hyderabad,Airtel,5G,Individual,0
CUST01636,55.28820210072347,41.05226214956608,0.51,0.017,1.18,0.09,67.77,42,26,16,4.75,5.35,40,0.15,234.51,Kolkata,Jio,5G,Family,0
CUST01637,39.252551697416045,16.097337264954064,13.21,0.44,22.24,3.04,161.84,94,46,48,7.59,9.15,98,0.38,416.02,Noida,Jio,5G,Individual,0
CUST01638,47.63259603065334,76.73935413584582,1,0.033,1.86,0.18,137.58,55,25,30,13.42,5.34,27,0.03,202.91,Delhi,Jio,5G,Individual,0
CUST01639,25.74712363646533,43.68453493196547,15.52,0.517,47.88,4.1,387.6,170,73,97,42.34,0.99,112,4.03,901.91,Pune,BSNL,4G,Individual,0
CUST01640,35.057333814074426,42.29812881281845,37.44,1.248,107.44,10.9,149.25,95,55,40,16.05,1.61,126,9.62,978.83,Lucknow,Jio,4G,Individual,0
CUST01641,38.21574945755765,30.67798383846967,12.11,0.404,26.56,2.31,93.22,39,20,19,2.82,4.15,85,2.3,467.95,Lucknow,Airtel,5G,Individual,0
CUST01642,52.4446123744,80.35901678361758,12.53,0.418,26.3,0.71,454.86,268,170,98,41.39,35.92,91,1.96,562.42,Lucknow,Jio,5G,Individual,0
CUST01643,32.84341095766703,91.0439368465041,5.34,0.178,18.5,1.56,304.64,346,174,172,8.15,18.83,98,0.04,386.02,Delhi,Airtel,4G,Individual,0
CUST01644,28.18399244504763,27.79452594177537,73.18,2.439,236.04,18.14,134.58,51,34,17,11.32,2.39,70,0.98,537.76,Kolkata,Airtel,5G,Family,0
CUST01645,45.424334625764246,33.52762368126949,1.23,0.041,2.59,0.23,82.49,34,13,21,6.07,5.78,35,0.04,225,Hyderabad,Jio,5G,Individual,0
CUST01646,28.179078205238195,67.47563241542846,7.17,0.239,23.99,1.25,637.15,360,199,161,39.37,39.74,65,1.81,659.45,Noida,Jio,5G,Individual,0
CUST01647,40.39919527463557,120,1.34,0.045,2.86,0.12,96.55,70,45,25,6.22,1.19,38,0.22,208.16,Pune,Airtel,4G,Individual,0
CUST01648,34.31679839096164,16.198790972216873,14.75,0.492,35.05,2.43,931.79,349,209,140,66.42,5.35,85,3.35,472.78,Bengaluru,BSNL,5G,Individual,1
CUST01649,34.69015768709944,28.16654007208928,7.74,0.258,19.61,1.03,592.7,224,104,120,23.14,7.87,79,1.45,594.18,Noida,Vi,4G,Business,0
CUST01650,28.1943916944333,8.260043665821849,46.56,1.552,153.88,4.86,90.03,35,19,16,4.7,4.39,79,3.17,611.13,Mumbai,Vi,5G,Individual,0
CUST01651,21.40097611080698,27.436378943856177,3.69,0.123,10.36,0.65,149.63,99,58,41,14.47,10.09,30,0.67,245.11,Bengaluru,Airtel,5G,Individual,0
CUST01652,24.60954691247837,82.5789232126301,8.39,0.28,20.17,0.58,95.34,70,37,33,9.86,4.23,93,0.2,300.72,Bengaluru,Airtel,5G,Individual,0
CUST01653,39.26826266317524,63.4913809423444,2.37,0.079,5.54,0.47,273.92,125,65,60,3.07,4.24,82,0.2,351.23,Kolkata,Jio,5G,Individual,0
