customer_id,monthly_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,avg_minutes_per_call,monthly_sms,international_minutes,roaming_voice_minutes,roaming_data_gb,monthly_recharge,tenure_months
CUST01589,0.148518,0.12836,0.204538,0.253382,0.116208,0.435185,0.231987,0.180318,0.051749,0.280858,0.244165
CUST01590,0.570101,0.439121,0.455995,0.156279,0.300105,0.361111,0.134255,0.149242,0.754929,0.411975,0.188393
CUST01591,0.450723,0.312871,0.530772,0.262862,0.648116,0.462963,0.226446,0.326108,0.173512,0.541384,0.465807
CUST01592,1,0.762542,0.464792,0.245813,0.497907,0.731481,0.247856,0.091886,0.73286,0.893205,0.369877
CUST01593,0.032743,0.043725,0.021993,0.002083,0.261573,0.092593,0,0.011126,0.028158,0.019793,0.181405
CUST01594,0.066582,0.056678,0.04252,0.054927,0.493802,0.064815,0.022166,0.061001,0.081429,0.093718,1
CUST01595,0.579971,0.74531,0.326967,0.085191,0.376837,0.342593,0.042443,0.049492,0.824943,0.382785,0.294436
CUST01596,0.663316,0.710846,0.599685,0.049493,0.428904,0.425926,0.023299,0.085939,0.880497,0.60755,0.377386
CUST01597,0.026476,0.035812,0.031524,0.043931,0.386747,0.537037,0.04005,0.002686,0.024353,0.258466,0.132964
CUST01598,0.02632,0.023914,0.01173,0.019057,0.298996,0.037037,0.025189,0.037598,0.032724,0.023314,0.226736
CUST01599,0.103712,0.079419,0.140024,0.010175,0.411228,0,0,0.008057,0.038812,0.018842,1
CUST01600,0.056556,0.032764,0.073311,0.305051,0.867514,0.601852,0.332993,0.267984,0.049466,0.477984,0.233777
CUST01601,0.01269,0.007209,0.015395,0.104183,0.19024,0.083333,0.106044,0.064071,0.004566,0.046059,0.242407
CUST01602,0.125175,0.070217,0.118031,0.153439,0.583625,0.62963,0.111082,0.103012,0.021308,0.203462,0.046026
CUST01603,0.009713,0.010257,0.000733,0.073181,0.135104,0.101852,0.073047,0.069058,0.000761,0,0.16444
CUST01604,0.041046,0.035402,0.046186,0.026381,0.656141,0.564815,0.047103,0.007481,0.054032,0.207179,0.317104
CUST01605,0.00846,0.005158,0.008797,0.055962,0.876574,0.101852,0.08476,0.040092,0.006088,0.097592,1
CUST01606,0.140371,0.134163,0.189876,0.115157,0.647747,0.583333,0.06549,0.042969,0.198626,0.221097,0.737628
CUST01607,0.017546,0.013832,0.020527,0.094468,0.442438,0.064815,0.066624,0.119317,0.023592,0.045088,0.835601
CUST01608,0.254893,0.195119,0.129028,0.215015,0.435116,0.555556,0.177832,0.063111,0.229066,0.405383,0.736397
CUST01609,0.033683,0.028368,0.025659,0.00187,0.709613,0.074074,0,0.008824,0.019025,0.034427,0.168661
CUST01610,0.180007,0.223663,0.236795,0.184985,0.519207,0.62037,0.210577,0.070976,0.10502,0.185777,0.372497
CUST01611,0.188154,0.160773,0.04252,0.435472,0.392331,0.509259,0.224304,0.267984,0.229827,0.421734,0.179433
CUST01612,0.151024,0.170678,0.063781,0.087412,0.473168,0.509259,0.102392,0.102053,0.124807,0.531625,0.430121
CUST01613,0.113895,0.118045,0.088706,0.049183,0.425206,0.638889,0.025818,0.050451,0.117958,0.364954,0.435699
CUST01614,0.122355,0.093662,0.163484,0.232853,0.29123,0.611111,0.073173,0.154805,0.098171,0.287381,0.9836
CUST01615,0.059689,0.066583,0.052784,0.012577,0.314638,0.509259,0.000756,0.018607,0.088278,0.254837,0.283482
CUST01616,0.684309,0.895357,0.185477,0.148699,0.410266,0.407407,0.161837,0.096681,0.466504,0.616466,0.367446
CUST01617,0.63825,0.736108,0.807155,0.249101,0,0.787037,0.067254,0.14272,0.729055,0.855894,0.589874
CUST01618,0.378031,0.467724,0.381218,0.087817,0.494801,0.472222,0.11952,0.085939,0.371377,0.722042,0.436676
CUST01619,0.938418,0.709909,1,0.038657,0.623895,0.472222,0.026322,0.055822,1,0.491755,0
CUST01620,0.39777,0.484194,0.124629,0.309364,0.522535,0.398148,0.406922,0.282946,0.227544,0.617604,0.19923
CUST01621,0.122981,0.094951,0.101169,0.255261,0.76338,0.638889,0.335638,0.217149,0.063164,0.247648,0.4105
CUST01622,0.028356,0.031182,0.022726,0.132825,0.553671,0,0.192315,0.176866,0.019786,0.005091,0.391402
CUST01623,0.201627,0.201977,0.170082,0.026893,0.44976,0.37963,0.038161,0.017265,0.014459,0.50734,0.267766
CUST01624,0.281369,0.294525,0.19794,0.234657,0.038958,0.981481,0.205539,0.289277,0.027397,0.680543,0.939682
CUST01625,0.035249,0.027372,0.030791,0.038999,0.682729,0.12963,0.013728,0,0.051749,0.079505,0.324518
CUST01626,0.675849,0.731185,0.321836,0.017808,0.167313,0.416667,0.00466,0.030117,0.709268,0.679239,0.11578
CUST01627,0.033839,0.029306,0.050585,0.032796,0.437631,0.009259,0.025315,0.058508,0.050227,0,0.373491
CUST01628,0.073319,0.041615,0.071845,0.246945,0.414999,0.574074,0.187907,0.172837,0.054032,0.183257,0.678108
CUST01629,0.043553,0.035519,0.041054,0.365079,0.573862,0.046296,0.519893,0.507961,0.023592,0.096788,0.183524
CUST01630,0.156508,0.097413,0.215535,0.138931,0.675703,0.675926,0.024055,0.016305,0.0449,0.291451,0.588965
CUST01631,0.105905,0.10263,0.114365,0.515954,0.652443,0.509259,0.424176,0.068291,0.000761,0.450079,0.881538
CUST01632,0.189877,0.208835,0.151754,0.137074,0.357978,0.675926,0.194582,0.117591,0.003044,0.209504,0.379155
CUST01633,0.415003,0.40917,0.170815,0.086269,0.724552,0.481481,0.066246,0.099559,0.506077,0.496561,0.091526
CUST01634,0.094938,0.109839,0.076977,0.328089,0.220045,0.324074,0.200753,0.04201,0.004566,0.628707,1
CUST01635,0.188624,0.117517,0.06598,0.188956,0.270781,1,0.124054,0.25494,0.035007,0.818437,0.585392
CUST01636,0.001723,0.001583,0.002932,0.0594,0.279766,0.138889,0.053904,0.101477,0.010654,0.094306,0.295455
CUST01637,0.200687,0.125019,0.2192,0.159823,0.319741,0.675926,0.089671,0.174372,0.028158,0.272335,0.072752
CUST01638,0.0094,0.005568,0.00953,0.133924,0.608105,0.018519,0.163096,0.101285,0.001522,0.063312,0.613933
CUST01639,0.236876,0.275301,0.29691,0.400831,0.526196,0.805556,0.527323,0.01784,0.305929,0.748906,0.318946
CUST01640,0.580284,0.624394,0.795425,0.146383,0.26405,0.935185,0.196219,0.029733,0.731338,0.824351,0.306573
CUST01641,0.183454,0.15034,0.165683,0.086568,0.566984,0.555556,0.029597,0.078458,0.174273,0.323269,0.202873
CUST01642,0.190034,0.148816,0.048385,0.472633,0.310681,0.611111,0.515359,0.687896,0.148398,0.415927,0.646236
CUST01643,0.077392,0.103099,0.1107,0.312268,0.008672,0.675926,0.096724,0.360061,0.002283,0.24291,0.74159
CUST01644,1,1,1,0.130722,0.658877,0.416667,0.136648,0.044696,0.073819,0.39174,0.17714
CUST01645,0.013003,0.009847,0.013196,0.075114,0.580259,0.092593,0.070528,0.109726,0.002283,0.084978,0.228303
CUST01646,0.106062,0.135277,0.087973,0.667235,0.337565,0.37037,0.489918,0.761174,0.136983,0.511096,0.531262
CUST01647,0.014726,0.011429,0.005132,0.090123,0.193124,0.12037,0.072417,0.021677,0.015981,0.068461,1
CUST01648,0.224813,0.200101,0.17448,0.981775,0.670378,0.555556,0.830594,0.101477,0.25418,0.328006,0.073657
CUST01649,0.114992,0.109604,0.071845,0.619783,0.66154,0.5,0.285513,0.149818,0.109587,0.447078,0.18046
CUST01650,0.723162,0.896588,0.352626,0.083163,0.634286,0.5,0.053274,0.083062,0.240482,0.463703,0.00281
CUST01651,0.051543,0.055388,0.043987,0.146788,0.241974,0.046296,0.17632,0.192404,0.050227,0.104703,0.173944
CUST01652,0.125175,0.112887,0.038855,0.088832,0.186727,0.62963,0.11826,0.079992,0.014459,0.159246,0.666047
CUST01653,0.030863,0.027137,0.030791,0.279473,0.493432,0.527778,0.032745,0.080184,0.014459,0.208788,0.495706
CUST01654,0.039793,0.051344,0.058649,0.420345,0.155073,0.583333,0.510951,0.46691,0.048705,0.271168,0.21561
CUST01655,0.002193,0.001817,0.005132,0.065164,0.224224,0.12963,0.081737,0.056973,0.003044,0.069001,0.993008
CUST01656,0.41046,0.319435,0.410542,0.524975,0.220045,0.796296,0.619765,0.079033,0.235154,0.704936,0.402097
CUST01657,0.527332,0.454067,0.227998,0.072135,0.458672,0.490741,0.114482,0.084788,0.243526,0.428001,0.20807
CUST01658,0.116088,0.08528,0.04472,0.120879,0.557739,0.611111,0.150376,0.181853,0.124807,0.183374,0.193968
CUST01659,0.052326,0.028134,0.01173,0.213563,0.517765,0.638889,0.072291,0.068483,0.084473,0.342748,0.609306
CUST01660,0.014413,0.014594,0.02126,0.2102,0.551601,0.555556,0.222289,0.035296,0.023592,0.297228,0.406832
CUST01661,0.486442,0.431677,0.435468,0.049738,0.825912,0.509259,0.016373,0.069634,0.020547,0.483908,0.857265
CUST01662,0.180164,0.220791,0.249258,0.142337,0.400282,0.574074,0.063979,0.028966,0.092844,0.23065,0.538808
CUST01663,0.387431,0.305251,0.507313,0.586508,0.320037,0.694444,0.59105,0.612891,0.390402,0.826117,0.341703
CUST01664,0.188624,0.213758,0.259521,0.252485,0.280099,0.638889,0.293447,0.323422,0.1347,0.301975,0.339027
CUST01665,0.331031,0.242888,0.20967,0.479231,0.28339,0.796296,0.596214,0.422981,0.05251,1,0.444016
CUST01666,0.160267,0.090497,0.071845,0.153749,0.614391,0.555556,0.215488,0.065797,0.2245,0.358745,0.666696
CUST01667,0.02209,0.021862,0.033723,0.034953,0.374433,0.055556,0.015617,0.042778,0.003805,0.043588,0.741632
CUST01668,0.44101,0.424058,0.104835,0.236173,0.446728,0.703704,0.238788,0.052945,0.397251,0.889458,0.281338
CUST01669,0.046843,0.053337,0.070379,0.406211,0.371216,0.092593,0.085767,0.387493,0.072297,0.050297,0.291729
CUST01670,0.115618,0.129122,0.116565,0.625516,0.316783,0.611111,0.087908,0.616919,0.03729,0.414407,0.430427
CUST01671,0.083815,0.046245,0.050585,0.222947,0.163726,0.638889,0.089042,0.103204,0.017503,0.396782,0.07906
CUST01672,0.167631,0.105736,0.161284,0.340803,0.242602,0.416667,0.42468,0.258968,0.057837,0.523945,0.309847
CUST01673,0.044336,0.04267,0.04252,0.436049,0.488921,0.564815,0.33249,0.396317,0.057837,0.544837,0.341347
CUST01674,0.083032,0.075961,0.109967,1,0.549234,0.388889,0.885631,0.309802,0.101215,0.4787,0.153649
CUST01675,0.060629,0.052634,0.033723,0.527676,0.483374,0.564815,0.552008,0.515059,0.092844,0.347701,0.936567
CUST01676,0.051856,0.069866,0.014662,0.292337,0.472243,0.657407,0.055289,0.129868,0.08219,0.187896,0.310929
CUST01677,0,0,0.000733,0.05356,0.3812,0.175926,0.008438,0.060426,0.000761,0.077828,0.456746
CUST01678,0.143191,0.08446,0.158352,0.222146,0.277474,0.472222,0.256798,0.055055,0.054032,0.280917,0.171012
CUST01679,0.031646,0.044018,0.043987,0.000653,0.6253,0.12963,0.007808,0.01151,0.046422,0.024923,0.195236
CUST01680,0.499445,0.568888,0.307907,0.035657,0.41511,0.462963,0.053274,0.043353,0.181883,0.539138,0.20251
CUST01681,0.031176,0.027782,0.038855,0.246977,0.375654,0.657407,0.270148,0.020909,0.044139,0.375743,0.555471
CUST01682,0.316305,0.192834,0.386349,0.29018,0.580518,1,0.308938,0.353731,0.268639,1,0.611418
CUST01683,0.488636,0.305017,0.548367,0.130231,0.335642,0.351852,0.098865,0.193363,0.37366,0.526083,0.442105
CUST01684,0.057182,0.06588,0.022726,0.839365,0.329097,0.472222,0.961197,0.540188,0.078385,0.484889,0.211625
CUST01685,0.009713,0.009437,0.013196,0.007602,0.699998,0.12037,0.004408,0.00633,0.012176,0,0.378259
CUST01686,0.073476,0.051344,0.079909,0.463068,0.310015,0.583333,0.335008,0.137157,0.089039,0.564061,0.580789
CUST01687,0.399024,0.272487,0.184011,0.239995,0.248334,0.861111,0.219519,0.255515,0.498467,0.760568,0.493493
CUST01688,0.149771,0.101399,0.109967,0.280273,0.614909,0.657407,0.398232,0.171111,0.057076,0.227884,0.31057
CUST01689,0.177187,0.161945,0.123896,0.249197,0.309313,0.472222,0.205161,0.049492,0.247331,0.422567,0.39276
CUST01690,0.149144,0.114528,0.052784,0.380782,0.519798,0.657407,0.291558,0.195281,0.090561,0.534332,0.647308
CUST01691,0.019896,0.021393,0.024193,0.16625,0.623562,0.166667,0.018136,0.131019,0.014459,0.019744,0.752184
CUST01692,0.166534,0.172495,0.063781,0.364801,0.41818,0.694444,0.144079,0.050643,0.225261,0.25262,0.328804
CUST01693,0.066112,0.058202,0.062314,0.054318,0,0.546296,0.086397,0.018032,0.041856,0.156912,1
CUST01694,0.017076,0.024441,0.02126,0.031046,0.31804,0,0.025818,0.011702,0.00761,0.057015,0.068172
CUST01695,0.158701,0.19172,0.206004,0.190942,0.286719,0.787037,0.109696,0.283138,0.159053,0.174322,0.010004
CUST01696,0.044023,0.049175,0.039588,0.00646,0.80354,0.157407,0.004786,0.007481,0.057837,0.052248,0.802703
CUST01697,0,0.000117,0,0.057542,0.422987,0.046296,0.029219,0.05774,0,0.095846,0.289667
CUST01698,0.001567,0.001114,0.007331,0.141429,0.45808,0,0.192189,0.15423,0,0.105988,0.147425
CUST01699,0.550048,0.327465,0.140757,0.27564,0.452053,0.925926,0.190174,0.227508,0.277771,0.818741,0.046796
CUST01700,0.057809,0.061015,0.078443,0.22616,0.429236,0.583333,0.227579,0.313639,0.056315,0.209141,0.358134
CUST01701,0.160581,0.114352,0.203072,0.403414,0.171972,0.962963,0.29584,0.348935,0.059359,0.633012,0.188611
CUST01702,0.286382,0.233921,0.379751,0.075317,0.638539,0.388889,0.099369,0.043353,0.048705,0.225707,0.659401
CUST01703,0.141624,0.088504,0.162018,0.084999,0.472095,0.592593,0.052518,0.052753,0.012176,0.265371,0.273477
CUST01704,0.446493,0.476164,0.414941,0.187205,0.397841,0.574074,0.261584,0.263955,0.617185,0.20405,0.159247
CUST01705,0.061099,0.070393,0.026392,0.194902,0.540211,0.638889,0.22506,0.269902,0.016742,0.282104,0.522401
CUST01706,0.00705,0.010609,0,0.061855,0.087918,0.138889,0.027456,0.041435,0.002283,0.058359,0.48244
CUST01707,0.321632,0.316739,0.25439,0.076779,0.460077,0.509259,0.021788,0.069634,0.156009,0.625607,1
CUST01708,0.01222,0.006916,0.013929,0.174587,0.447319,0.064815,0.243322,0.136582,0.015981,0.084321,0.417234
CUST01709,0.655326,0.464676,0.337231,0.062196,0.333793,0.462963,0.076321,0.085555,0.924636,0.579499,0.646441
CUST01710,0.1822,0.140727,0.054983,0.177822,0.417329,0.444444,0.178713,0.055246,0.268639,0.534077,0.668257
CUST01711,0.037286,0.036339,0.01173,0.030789,0.524754,0.240741,0.048992,0.007098,0.046422,0.024011,0.190106
CUST01712,0.01551,0.02069,0.02346,0.035028,0.513993,0.064815,0.021914,0.016689,0.019786,0.083537,0.276128
CUST01713,0.143034,0.113121,0.13196,1,0.424355,0.472222,0.772534,0.41032,0.091322,0.600126,0.121636
CUST01714,0.112172,0.133987,0.13196,0.083665,0.461371,0.537037,0.094331,0.115097,0.109587,0.268088,0.218636
CUST01715,0.017076,0.023679,0.019794,0.049044,0.398876,0.111111,0.071032,0.08287,0.004566,0.132686,0.656876
CUST01716,0.439756,0.38385,0.520509,0.182572,0.693934,0.898148,0.1403,0.086514,0.089039,0.841555,0.132218
CUST01717,0.0235,0.03253,0.02346,0.071495,0.414334,0.027778,0.038916,0.07558,0.018264,0,0.623356
CUST01718,0.572138,0.723565,0.533705,0.116385,0.616425,0.425926,0.137152,0.031652,0.175795,0.428089,0.452259
CUST01719,0.284345,0.361402,0.248525,0.499546,0.335753,0.87037,0.244455,0.292538,0.058598,0.816151,0.184845
CUST01720,0.060942,0.080357,0.07551,0.05609,0.407752,0.148148,0.020655,0.089967,0.06012,0.039498,0.077996
CUST01721,0.050916,0.029775,0.028591,0.031291,0.534405,0.064815,0.033501,0.025705,0.023592,0.047952,0
CUST01722,0.008303,0.009026,0.002932,0.096571,0.708392,0.111111,0.111963,0.084788,0.009132,0.111922,0.731466
CUST01723,0.086792,0.089149,0.076244,0.12042,0.324696,0.648148,0.155917,0.027431,0.066209,0.140365,0.411929
CUST01724,0.046529,0.036574,0.059382,0.075893,0.298552,0.157407,0.085767,0.073662,0.012937,0.070913,0.52127
CUST01725,1,0.8361,0.422272,0.127658,0.218307,0.518519,0.049622,0.082102,0,0.554321,0.2773
CUST01726,0,0,0.001466,0.024598,0.065583,0.138889,0.019395,0.05141,0.000761,0.01688,0.4805
CUST01727,0.056242,0.03124,0.076977,0.266833,0.375321,0.564815,0.030604,0.187224,0.041856,0.268363,1
CUST01728,0.569788,0.495565,0.202339,0.412424,0.799324,0.796296,0.577826,0.402072,0.324194,0.754791,0.149125
CUST01729,0.064389,0.075023,0.02346,0.724583,0.261092,0.62037,0.586894,1,0.06697,0.434543,0.697622
CUST01730,0.344348,0.371073,0.218467,0.132601,0.470838,0.398148,0.07607,0.082486,0.363766,0.659485,0.449206
CUST01731,0.060629,0.063477,0.07551,0.064727,0.498388,0.611111,0.078966,0.09342,0.088278,0.230228,0.636275
CUST01732,0.441636,0.412042,0.574759,0.042479,0.201962,0.444444,0.045591,0.055055,0.167424,0.547838,0.407423
CUST01733,0.167631,0.110073,0.107767,0.074836,0.374174,0.518519,0.029723,0.096873,0.213846,0.343121,0.124789
CUST01734,0.124705,0.138031,0.137092,0.250254,0.436558,0.648148,0.204531,0.309611,0.082951,0.306987,0
CUST01735,0.021306,0.012719,0.013929,0.090903,0.078378,0.111111,0.098739,0.033762,0.006849,0.059379,0.924941
CUST01736,0.179067,0.22548,0.216268,0.478558,0.313639,0.509259,0.502135,0.002877,0.151443,0.340836,0.039938
CUST01737,0.076452,0.074086,0.059382,0.205364,0.239126,0.611111,0.096472,0.113754,0.071536,0.240674,0.294859
CUST01738,0.008303,0.004806,0.010264,0.170915,0.147973,0.222222,0.230098,0.233838,0.001522,0.079898,0.270203
CUST01739,0.091022,0.069279,0.058649,0.08738,0.407086,0.481481,0.030352,0.094571,0.047183,0.28077,0.467454
CUST01740,0.343408,0.414563,0.454529,0.065591,0.654699,0.601852,0.024055,0.11126,0.208519,0.321327,0.467382
CUST01741,0.2104,0.253907,0.049118,0.535298,0.477679,0.518519,0.453269,0.168617,0.094366,0.367014,0.511184
CUST01742,0.518715,0.531435,0.602617,0.089985,0.178296,0.351852,0.083878,0.037982,0.53119,0.50373,0.198343
CUST01743,0.125801,0.076899,0.117298,0.542643,0.717785,0.527778,0.526064,0.487627,0.025875,0.342189,0.540766
CUST01744,0.025693,0.016822,0.016862,0.018107,0.195306,0,0.033879,0.031076,0.021308,0.036496,0.279523
CUST01745,0.137394,0.106029,0.058649,0.112253,0.533444,0.638889,0.015995,0.160176,0.000761,0.274257,0.242342
CUST01746,0.229513,0.250391,0.205271,0.145251,0.176742,0.574074,0.191181,0.143487,0.099693,0.199931,0.58538
CUST01747,0.041829,0.048531,0.048385,0.162246,0.451239,0.092593,0.214607,0.242471,0.067731,0.072905,0.409089
CUST01748,0.184237,0.148581,0.249991,0.212666,0.441809,0.537037,0.278838,0.164972,0.024353,0.244489,0.655899
CUST01749,0.01974,0.011254,0.025659,0.541532,0.263348,0.435185,0.491556,0.029158,0.028158,0.316188,0.404004
CUST01750,0.002663,0.006213,0.000733,0.018075,0.399468,0.138889,0.024559,0.019566,0.005327,0.062527,0.158147
CUST01751,0.084129,0.060546,0.112166,0.207307,0.540322,0.583333,0.048992,0.283714,0.031202,0.229699,0.565981
CUST01752,0.002663,0.005334,0.008064,0.048521,0.369922,0.074074,0.071788,0.005947,0.00761,0.034966,0.491619
CUST01753,0.00799,0.01266,0.001466,0.130989,0.743892,0.138889,0.099243,0.122195,0.01522,0.094257,0.160903
CUST01754,0.007207,0.006154,0.01173,0.007848,0.583514,0.111111,0.021536,0.024746,0.002283,0.030759,0.176624
CUST01755,0.095252,0.062832,0.085041,0.68232,0.353947,0.888889,0.443697,0.613275,0.125568,0.47511,0.403207
CUST01756,0.110762,0.087801,0.107034,0.255325,0.463997,0.462963,0.34458,0.325724,0.041095,0.486792,0.457103
CUST01757,0.522318,0.475871,0.318903,0.722459,0.133144,0.944444,0.457803,0.961251,0.595877,0.88066,0.268896
CUST01758,0.0188,0.013012,0.014662,0.23091,0.348215,0.638889,0.130981,0.113562,0.000761,0.230689,0.130869
CUST01759,0.016136,0.023445,0.020527,0.013421,0.292007,0.037037,0.031108,0.005755,0.008371,0.051189,0.065671
CUST01760,0.114992,0.131936,0.062314,0.078476,0.455492,0.638889,0.047481,0.021868,0.09741,0.207954,0.376346
CUST01761,0.110605,0.074027,0.147355,0.268456,0.311938,0.462963,0.105036,0.110685,0.146115,0.18105,0.272342
CUST01762,0.163714,0.129064,0.210403,0.478014,0.222966,0.472222,0.474301,0.514483,0.191015,0.667184,0.16528
CUST01763,0.03102,0.039622,0.007331,0.181409,0.306429,0.046296,0.135389,0.22559,0.02207,0.120935,0.821132
CUST01764,0.111858,0.145534,0.142224,0.180405,0.053121,0.398148,0.242944,0.221945,0.124046,0.379156,0.150592
CUST01765,0.042769,0.055974,0.038122,0.289935,0.279175,0.083333,0.168008,0.201995,0.038051,0.073317,0.212576
CUST01766,0.050289,0.059784,0.049852,0.052759,0.050163,0.62037,0.065238,0.065797,0.008371,0.204678,0.439893
CUST01767,0.253169,0.188789,0.129761,0.285366,0.516396,0.444444,0.363597,0.420104,0.030441,0.563325,0.474013
CUST01768,0.129405,0.161535,0.040321,0.149959,0.331685,0.592593,0.099243,0.037215,0.06012,0.23219,0.601403
CUST01769,0.105278,0.139262,0.150288,0.258218,0.277585,0.555556,0.05743,0.238826,0.061642,0.24649,0.333487
CUST01770,0.21322,0.22759,0.093105,0.165844,0.328209,0.638889,0.238284,0.026856,0.274727,0.163258,0.302812
CUST01771,0.085852,0.083757,0.090173,0.312289,0.150524,0.648148,0.090049,0.288509,0.090561,0.338011,0.321126
CUST01772,0.109352,0.139555,0.118031,0.554781,0.538103,0.555556,0.487399,0.050259,0.121763,0.416565,0.421578
CUST01773,0.055146,0.047359,0.025659,0.368527,0.64061,0.527778,0.153147,0.177441,0.087517,0.416947,0.803807
CUST01774,0.673029,0.62369,0.319636,0.085917,0.561178,0.722222,0.026574,0.118166,0.040334,0.846047,0.701463
CUST01775,0.101048,0.099699,0.040321,0.536974,0.747258,0.527778,0.545333,0.605026,0.00761,0.367975,0.200301
CUST01776,0.121101,0.090321,0.046186,0.180064,0.022465,0.740741,0.112593,0.251487,0.006088,0.214918,0.010772
CUST01777,0.4161,0.285147,0.458927,0.095023,0.642052,0.509259,0.051637,0.132937,0.452044,0.346936,0.345177
CUST01778,0.369414,0.263813,0.425937,0.123185,0.419881,0.657407,0.049999,0.106848,0.524341,0.256956,0.354877
CUST01779,0.308785,0.196467,0.07551,0.160239,0.249037,0.518519,0.071284,0.028199,0.005327,0.249354,0.455798
CUST01780,0.026946,0.026434,0.035922,0.324662,0.400541,0.444444,0.278586,0.067523,0.018264,0.381461,0.646678
CUST01781,0.048253,0.058378,0.013929,0.117655,0.270596,0.12963,0.093828,0.041627,0.072297,0.036487,0.817951
CUST01782,0.433646,0.399558,0.541769,0.470285,0.296222,0.990741,0.344076,0.438519,0.149159,0.785677,0.376956
CUST01783,0.206797,0.266567,0.234596,0.08138,0.178148,0.555556,0.046473,0.096873,0.148398,0.218802,0.256123
CUST01784,1,1,0.750706,0.124391,0.149489,0.37037,0.109822,0.100518,0.78537,0.366778,0.366475
CUST01785,0.273379,0.307537,0.129761,0.054425,0.616573,0.37963,0.009068,0.022636,0.273966,0.49457,0.414092
CUST01786,0.214473,0.252032,0.114365,0.612086,0.29992,0.490741,0.775053,0.24976,0.248853,0.531919,0.769709
CUST01787,0.64577,0.641157,0.543968,0.088255,0.398507,0.296296,0.087404,0.027431,0.782326,0.464576,0.240855
CUST01788,0.369101,0.354017,0.211136,0.264698,0.581924,0.425926,0.30453,0.327067,0.388119,0.539393,0.941024
CUST01789,0.004387,0.005158,0,0.035326,0.379832,0.074074,0.062216,0.05352,0.001522,0.070315,0.737283
CUST01790,0.120788,0.066466,0.103369,0.118509,0.324437,0.601852,0.067002,0.175331,0.001522,0.267647,0.460205
CUST01791,0.004543,0.006213,0.005132,0.048649,0.292709,0.111111,0.013728,0.071744,0.01522,0.108763,0.607292
CUST01792,0.771884,0.532314,0.917122,0.071441,0.234615,0.25,0.059193,0.111452,0.935291,0.650883,0.255185
CUST01793,0.21416,0.146823,0.082108,0.279676,0.433896,0.694444,0.406544,0.127182,0.239721,0.17493,0.25142
CUST01794,0.462629,0.44803,0.192808,0.163687,0.457562,0.416667,0.048992,0.185881,0.557065,0.499778,0.167163
CUST01795,0.00658,0.009378,0.005865,0.065388,0.862855,0.111111,0.077455,0.103395,0.00761,0.110225,0.208652
CUST01796,0.017703,0.008323,0.022726,0.073096,0.225,0.055556,0.040176,0.085939,0.009893,0.016625,0.667163
CUST01797,0.86087,1,1,0.021502,0.428904,0.398148,0.02267,0.035296,1,0.630404,0.346733
CUST01798,0,0.001934,0.002199,0.222648,0.81652,0.064815,0.159696,0.083445,0.003805,0.125074,0.273812
CUST01799,0.034779,0.039739,0.038855,0.141461,0.258208,0.138889,0.20365,0.212737,0.057076,0.083448,0.394643
CUST01800,0.020053,0.01395,0.026392,0.126953,0.246559,0.203704,0.122291,0.160944,0.006849,0.042136,0.377011
CUST01801,0.275729,0.219971,0.237528,0.592475,0.575489,0.824074,0.758681,0.572415,0.162858,0.850922,0.444459
CUST01802,0.376621,0.255021,0.211869,0.052663,0.211614,0.342593,0.033249,0.0399,0.499989,0.477062,0.412834
CUST01803,0.23249,0.162824,0.244126,0.189735,0.315599,0.518519,0.219393,0.21197,0.07458,0.268833,0.546477
CUST01804,0.108568,0.078599,0.037389,0.187355,0.247151,0.574074,0.254405,0.137733,0.11948,0.251914,0.743982
CUST01805,0.096035,0.064004,0.063781,0.142401,0.056782,0.555556,0.114734,0.21408,0.124807,0.297483,0.673155
CUST01806,0.197397,0.148992,0.12243,0.603428,0.226369,0.388889,0.494704,0.869173,0.150681,0.382334,0.672217
CUST01807,0.505085,0.355482,0.565962,0.206869,0.381644,0.37037,0.293321,0.258584,0.206236,0.57023,1
CUST01808,0.03008,0.027255,0.030058,0.004923,0.567391,0.046296,0.007683,0.009016,0.040334,0.054377,0.478801
CUST01809,0.01927,0.012484,0.014662,0.01531,0.436041,0.083333,0.026448,0,0.032724,0.012888,0.225052
CUST01810,0.011436,0.015298,0.02126,0.035316,0.240347,0.064815,0.010579,0.032227,0,0.087548,0.150723
CUST01811,0.563678,0.736694,0.541769,0.147963,0.099049,0.351852,0.119646,0.179167,0.582178,0.388435,0.535634
CUST01812,0.073632,0.085867,0.085041,1,0.230732,0.583333,1,1,0.055554,0.376096,0.473144
CUST01813,0.079585,0.075082,0.078443,0.117474,0.489808,0.583333,0.046221,0.177441,0.071536,0.224804,0.052788
CUST01814,0.01598,0.021452,0.008797,0.06605,0.020912,0,0.032241,0.013428,0.027397,0.027816,0.392372
CUST01815,0.062509,0.064649,0.07771,0.05371,0.382754,0.111111,0.084886,0.042586,0.005327,0.087636,0.140856
CUST01816,0.304242,0.235972,0.151021,0.297546,0.108183,0.898148,0.262717,0.309419,0.060881,0.802606,0.31639
CUST01817,0.095408,0.081236,0.074044,0.153556,0.222116,0.62963,0.10088,0.074813,0.076863,0.367504,0.506594
CUST01818,0.039166,0.053161,0.030791,0.395888,0.465513,0.490741,0.288409,0.186841,0.030441,0.450943,0.484839
CUST01819,0.454639,0.413625,0.138558,0.063488,0.742154,0.444444,0.007683,0.098024,0.208519,0.599537,0.39396
