customer_id,age,city,operator,network_type,account_type,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,international_minutes,roaming_voice_minutes,monthly_sms,roaming_data_gb,monthly_recharge,churn
CUST03138,19.97520461819544,Kolkata,Jio,5G,Individual,62.36259813459909,18.79,0.626,40.58,4.52,153.82,93,43,50,12.67,1.99,73,4.44,632.88,0
CUST03139,30.87497522849764,Lucknow,Jio,5G,Family,58.88777829216484,7.02,0.234,14.65,0.77,96.83,65,25,40,1.17,2.96,80,0.62,399.96,0
CUST03140,18.68908937546876,Bengaluru,Airtel,5G,Individual,42.9629143055337,2.89,0.096,6.46,0.49,103.7,48,21,27,9.93,7.88,41,0.55,188.09,0
CUST03141,36.45103879288772,Lucknow,Airtel,5G,Individual,81.87756964124841,13.27,0.442,42.57,3.38,379.0,229,124,105,29.72,6.01,86,3.1,345.98,1
CUST03142,32.17560962949691,Gurugram,Airtel,4G,Business,67.09539742118348,24.45,0.815,53.21,3.97,234.25,143,73,70,15.41,1.58,123,6.81,1140.29,0
CUST03143,37.91063648871172,Mumbai,Airtel,5G,Business,79.80903395689856,20.6,0.687,36.72,2.7,63.16,41,24,17,2.5,1.7,71,5.86,715.66,0
CUST03144,44.97382540630388,Kolkata,Jio,4G,Family,63.6469422787842,14.32,0.477,31.3,3.31,146.09,71,38,33,1.68,5.75,98,0.62,334.58,0
CUST03145,28.11022490301214,Noida,Airtel,4G,Individual,39.42004412515546,6.21,0.207,19.94,0.49,183.87,59,39,20,6.66,13.06,80,1.06,460.75,1
CUST03146,18.0,Kolkata,Jio,5G,Family,42.74781398503046,6.69,0.223,12.35,1.69,219.62,163,87,76,3.4,6.47,81,1.46,396.54,0
CUST03147,39.28471867759077,Delhi,Airtel,5G,Individual,98.0628278608602,6.49,0.216,18.44,1.1,365.66,316,154,162,22.99,0.52,81,0.7,597.38,0
CUST03148,18.0,Mumbai,Airtel,4G,Individual,33.20511278081309,24.01,0.8,78.59,4.16,110.37,62,38,24,4.19,6.44,72,5.5,663.49,0
CUST03149,49.78434012957112,Gurugram,Airtel,5G,Individual,86.1961217903369,9.38,0.313,28.69,0.72,610.54,457,225,232,61.88,5.99,76,2.74,551.22,0
CUST03150,27.515380453784,Mumbai,Jio,5G,Business,7.525566110483808,15.61,0.52,46.12,3.67,259.23,139,75,64,26.34,19.68,95,3.21,368.18,0
CUST03151,26.117006759996706,Mumbai,Airtel,5G,Family,36.80583859696981,41.23,1.374,112.51,3.41,80.04,38,17,21,4.32,2.23,71,11.55,721.18,0
CUST03152,25.38770985130972,Bengaluru,Jio,4G,Family,26.836307806863992,2.43,0.081,4.92,0.32,119.41,53,28,25,12.73,4.41,24,0.6,203.86,0
CUST03153,39.94024669911491,Chennai,Jio,4G,Individual,57.08459810895506,26.57,0.886,43.09,1.8,162.21,85,42,43,2.51,10.18,76,1.23,759.84,0
CUST03154,51.37640018868181,Chennai,Jio,4G,Individual,107.93869767794877,9.32,0.311,14.19,2.22,209.13,102,61,41,7.39,15.56,99,1.01,339.06,0
CUST03155,35.67569128417702,Pune,BSNL,4G,Individual,42.79471733846202,4.24,0.141,7.22,0.77,268.76,91,42,49,29.47,0.24,94,0.53,397.02,1
CUST03156,46.09872500656246,Hyderabad,Jio,5G,Family,56.06579837513992,41.76,1.392,134.91,5.36,189.54,92,48,44,20.59,5.21,62,2.41,623.22,0
CUST03157,31.01757024816114,Kolkata,Jio,5G,Individual,36.56143619236779,54.84,1.828,117.53,16.38,428.93,241,152,89,33.0,5.55,127,11.08,879.74,0
CUST03158,21.27682445122693,Gurugram,Jio,5G,Individual,61.4087170484805,1.41,0.047,2.54,0.25,117.88,88,51,37,13.52,8.96,26,0.41,135.79,0
CUST03159,44.90476780421371,Pune,Jio,5G,Business,80.22797085489549,16.21,0.54,24.56,4.41,410.4,353,162,191,32.09,11.59,78,0.55,607.43,0
CUST03160,20.30181299800163,Kolkata,Jio,4G,Family,25.27947550258077,14.51,0.484,27.39,3.04,125.69,65,35,30,1.59,8.01,98,3.91,383.42,0
CUST03161,38.76248095655901,Delhi,Airtel,5G,Family,58.232849082608304,30.05,1.002,61.57,3.98,132.14,71,41,30,10.15,1.03,120,3.32,517.73,1
CUST03162,35.7865512283862,Kolkata,Vi,5G,Individual,120.0,0.15,0.005,0.28,0.04,260.27,113,48,65,4.55,10.35,34,0.02,223.73,0
CUST03163,32.14087285023923,Bengaluru,Jio,5G,Individual,87.36692736092581,3.57,0.119,12.3,0.23,92.77,67,42,25,8.9,6.54,76,0.52,405.84,0
CUST03164,26.724664220768453,Kolkata,Airtel,4G,Family,102.8459591260429,17.87,0.596,55.24,5.1,123.43,67,33,34,12.38,4.13,79,4.84,440.78,1
CUST03165,29.198079702906085,Delhi,Airtel,5G,Family,32.756344227720106,1.3,0.043,4.46,0.22,34.59,24,15,9,0.79,1.91,33,0.28,180.72,0
CUST03166,34.69829208864527,Gurugram,Airtel,4G,Individual,22.526212363842887,3.69,0.123,6.5,0.34,63.23,22,12,10,7.03,2.75,103,0.09,350.24,0
CUST03167,18.0,Gurugram,Airtel,5G,Individual,28.12706591408227,15.71,0.524,46.51,3.84,481.63,274,150,124,42.48,11.26,132,1.91,949.04,0
CUST03168,28.59064240648552,Noida,Airtel,5G,Family,42.405178014474345,2.92,0.097,9.89,0.37,25.5,16,8,8,2.49,0.05,27,0.74,160.51,0
CUST03169,24.542457296747223,Mumbai,Airtel,5G,Individual,56.18983559915745,12.91,0.43,39.61,1.31,175.21,59,31,28,14.83,5.04,96,2.6,656.74,0
CUST03170,34.640291750941685,Gurugram,Vi,5G,Business,24.12745258442941,9.4,0.313,21.18,1.61,381.67,317,172,145,43.04,29.66,90,1.09,429.08,0
CUST03171,41.28993208235608,Delhi,Jio,5G,Business,29.79128566160237,39.34,1.311,65.89,4.87,87.38,59,35,24,6.07,0.34,67,10.56,776.87,0
CUST03172,41.4181812457175,Pune,Vi,4G,Family,75.12575996791294,8.77,0.292,15.92,1.4,143.11,94,37,57,6.14,9.19,85,1.68,398.72,0
CUST03173,33.12310184083427,Kolkata,Airtel,5G,Family,107.36798228570566,4.23,0.141,7.81,1.0,112.59,76,42,34,13.44,1.55,43,0.18,210.5,0
CUST03174,18.0,Mumbai,Jio,5G,Family,30.579671332685905,1.3,0.043,3.3,0.25,3.48,2,1,1,0.42,0.0,42,0.13,179.84,0
CUST03175,50.45081997402879,Gurugram,BSNL,4G,Business,51.324043354057146,0.83,0.028,2.07,0.17,147.19,60,25,35,3.84,1.93,33,0.14,252.3,0
CUST03176,26.710150174537706,Hyderabad,Jio,5G,Individual,21.82955786905949,4.87,0.162,12.11,1.23,292.81,134,82,52,8.23,7.08,38,0.75,231.3,0
CUST03177,36.21355743674316,Chennai,Vi,5G,Family,30.41465347997238,34.29,1.143,112.86,6.37,19.33,15,8,7,0.55,1.3,67,6.66,611.08,0
CUST03178,44.71764471497159,Bengaluru,Jio,4G,Business,69.0828497276208,4.41,0.147,7.39,0.52,247.2,145,66,79,17.37,17.96,79,0.49,577.0,1
CUST03179,25.82811207797478,Hyderabad,Airtel,5G,Individual,9.432793352994905,4.71,0.157,8.0,1.04,562.53,322,183,139,42.27,26.47,81,0.61,582.43,0
CUST03180,31.21854551571393,Hyderabad,Vi,5G,Business,49.467623471725695,23.62,0.787,72.17,4.39,306.7,170,69,101,3.26,24.42,84,6.81,737.8,0
CUST03181,37.19446233787826,Noida,Vi,5G,Individual,19.26075681990303,1.32,0.044,3.92,0.38,41.35,16,9,7,2.11,1.79,26,0.22,212.85,0
CUST03182,21.895536844929914,Chennai,Jio,5G,Individual,28.07779525193383,11.31,0.377,25.15,1.46,185.63,63,34,29,22.09,14.65,84,3.19,454.52,0
CUST03183,21.669666356400995,Noida,Jio,4G,Individual,99.9233707125962,6.1,0.203,18.85,1.15,243.3,132,79,53,5.78,13.94,108,1.46,328.75,0
CUST03184,18.0,Hyderabad,BSNL,5G,Individual,79.05750972547071,2.34,0.078,4.96,0.42,61.53,33,19,14,1.4,1.31,32,0.27,210.89,0
CUST03185,22.88474455899152,Pune,Airtel,4G,Individual,45.052705432484295,4.31,0.144,9.45,1.07,292.28,169,69,100,26.63,21.81,96,0.69,393.7,0
CUST03186,38.61188086076338,Noida,Jio,5G,Family,15.156649524255313,6.77,0.226,19.37,0.39,69.56,32,16,16,4.5,3.4,89,1.68,406.33,0
CUST03187,25.83714564342636,Delhi,Jio,5G,Individual,37.672166588066105,20.75,0.692,46.85,3.71,101.96,55,26,29,4.43,6.67,89,5.95,363.79,0
CUST03188,20.733913607955365,Chennai,Vi,5G,Family,34.86701773466458,5.03,0.168,10.37,0.81,106.78,59,28,31,11.77,8.44,86,0.91,425.15,0
CUST03189,28.10470438804807,Lucknow,Jio,5G,Family,8.455635959519729,15.11,0.504,26.93,4.04,1261.56,1153,602,551,132.52,72.98,90,4.36,482.55,0
CUST03190,39.69788056788788,Noida,Jio,4G,Family,64.68924669982545,9.04,0.301,24.62,2.36,92.53,53,28,25,9.74,1.58,62,0.09,613.94,0
CUST03191,26.55828270420219,Gurugram,Jio,5G,Individual,54.23721695450561,3.26,0.109,11.35,0.81,114.4,46,27,19,11.64,5.05,103,0.31,372.7,0
CUST03192,28.47535816043652,Noida,Jio,5G,Individual,93.64212571018668,14.97,0.499,27.82,1.0,568.84,855,414,441,49.39,4.44,121,3.16,1194.07,0
CUST03193,35.337323915663234,Delhi,Jio,4G,Family,52.36864322567237,15.19,0.506,25.58,0.86,291.77,161,98,63,18.65,17.38,120,0.29,1183.68,0
CUST03194,23.560522980387788,Mumbai,Vi,4G,Individual,26.586337931551647,3.17,0.106,5.56,0.2,336.79,221,106,115,31.94,22.52,82,0.56,367.41,0
CUST03195,43.44569997132883,Lucknow,Jio,4G,Individual,18.43201052075044,6.99,0.233,16.98,1.72,350.0,176,108,68,6.52,18.26,98,0.74,433.33,0
CUST03196,22.10894874882348,Noida,Jio,5G,Individual,81.06169494485012,12.77,0.426,19.75,0.87,94.46,46,25,21,5.19,3.04,102,2.71,363.62,0
CUST03197,39.53351519292279,Mumbai,Vi,5G,Family,37.84206064690384,20.26,0.675,36.53,2.85,651.41,456,233,223,31.52,26.23,111,0.03,1137.82,0
CUST03198,35.97810266639945,Hyderabad,Airtel,5G,Individual,54.29730178111665,14.54,0.485,42.01,1.7,419.53,135,74,61,16.77,32.32,94,0.67,648.44,0
CUST03199,31.09000224363864,Lucknow,Airtel,5G,Individual,33.992934064505185,1.13,0.038,3.54,0.21,76.62,57,27,30,5.19,0.86,35,0.32,123.63,0
CUST03200,45.69746432336031,Noida,Jio,5G,Family,29.92953816177525,4.77,0.159,8.59,0.31,142.72,109,62,47,14.32,3.39,93,0.28,307.26,0
CUST03201,37.17554538877149,Pune,Jio,5G,Individual,120.0,62.38,2.079,96.44,9.98,75.04,121,72,49,1.56,1.75,66,16.25,780.15,1
CUST03202,29.99424735402173,Lucknow,Airtel,5G,Family,90.48287111734392,3.34,0.111,10.95,0.57,331.91,108,56,52,38.35,14.26,99,0.16,374.59,1
CUST03203,18.0,Delhi,Vi,4G,Business,49.47237053123305,4.5,0.15,12.3,0.63,41.9,12,7,5,4.74,2.17,31,0.58,171.83,0
CUST03204,18.27029018097106,Noida,Airtel,5G,Family,46.65003184353608,16.56,0.552,32.91,2.24,286.32,271,141,130,29.1,19.88,87,0.92,662.5,0
CUST03205,35.97998688465091,Noida,BSNL,5G,Family,55.359550079749,33.11,1.104,82.16,8.12,91.3,64,30,34,10.27,6.77,66,6.59,732.75,1
CUST03206,37.3687842596279,Lucknow,Vi,4G,Individual,45.22020985296255,7.46,0.249,25.42,0.99,419.38,150,89,61,7.88,29.54,76,1.98,608.86,0
CUST03207,21.118695552870125,Delhi,BSNL,4G,Individual,48.66223832170465,6.56,0.219,14.12,1.94,388.34,265,149,116,8.68,29.57,81,0.28,564.57,0
CUST03208,32.06993874684129,Hyderabad,Airtel,5G,Individual,28.065263677287945,27.35,0.912,67.72,6.3,71.03,49,26,23,7.95,0.16,66,1.54,674.09,0
CUST03209,33.47453958515888,Chennai,Jio,5G,Individual,70.21982037852433,4.68,0.156,16.11,0.28,59.31,22,14,8,1.94,2.78,83,0.06,439.33,0
CUST03210,38.12941936729103,Bengaluru,Jio,4G,Individual,41.81234376587805,24.23,0.808,80.54,3.68,49.44,31,12,19,3.76,1.57,74,5.32,747.59,0
CUST03211,40.2037571762415,Kolkata,Airtel,5G,Individual,52.63667154929074,1.12,0.037,2.93,0.22,77.09,43,27,16,8.54,2.92,41,0.13,241.15,0
CUST03212,33.88352298305754,Noida,Vi,5G,Individual,16.34366975666144,34.41,1.147,73.18,5.06,101.3,43,21,22,10.78,8.1,67,1.72,615.1,0
CUST03213,39.97776005657136,Lucknow,Vi,5G,Individual,49.60470590226355,1.82,0.061,5.38,0.47,275.69,185,111,74,29.11,11.91,43,0.41,248.93,0
CUST03214,30.291162781910355,Delhi,BSNL,5G,Individual,45.610317579606985,31.34,1.045,67.62,9.17,331.36,167,69,98,5.7,15.27,70,6.9,683.65,0
CUST03215,29.27220083570601,Delhi,Airtel,5G,Individual,51.84964794155394,1.03,0.034,3.32,0.3,257.79,176,77,99,8.37,1.2,36,0.07,188.58,0
CUST03216,36.051206219099946,Kolkata,Airtel,5G,Family,47.9155373342628,5.58,0.186,12.93,1.03,142.5,70,35,35,11.44,2.51,42,0.17,177.43,0
CUST03217,39.22778428134142,Gurugram,Vi,4G,Individual,72.96003600791006,4.37,0.146,9.79,0.51,7.17,0,0,0,0.52,0.36,25,0.04,206.96,0
CUST03218,20.50396976548421,Gurugram,Vi,5G,Business,31.878766703519048,1.01,0.034,2.11,0.14,202.59,79,37,42,6.72,12.43,31,0.26,175.87,0
CUST03219,48.07357829676211,Kolkata,Jio,5G,Individual,33.19655428584812,26.19,0.873,50.66,6.66,95.41,71,45,26,8.98,4.67,61,0.48,662.91,0
CUST03220,29.47734988155364,Pune,Vi,5G,Individual,43.99306877839472,17.4,0.58,29.59,4.5,186.82,127,67,60,2.43,14.54,74,3.41,590.78,0
CUST03221,46.22002601612508,Mumbai,Airtel,4G,Individual,98.96555523967832,7.69,0.256,24.48,1.47,376.87,317,140,177,24.11,19.55,85,2.08,417.95,0
CUST03222,27.68236154527037,Kolkata,Airtel,5G,Individual,17.94917353249485,0.95,0.032,2.25,0.13,90.56,35,19,16,4.24,0.46,38,0.14,186.35,0
CUST03223,33.30544170231714,Pune,Jio,4G,Business,67.9997200448322,1.19,0.04,2.73,0.08,144.66,98,51,47,6.97,7.42,35,0.18,252.22,1
CUST03224,37.03031211414012,Noida,Airtel,4G,Family,16.208176161482445,3.67,0.122,9.48,0.84,77.09,34,20,14,3.06,0.39,37,0.39,150.98,0
CUST03225,22.00001493029901,Delhi,Jio,5G,Individual,86.40873415002886,2.3,0.077,4.75,0.12,234.9,151,75,76,27.32,14.94,21,0.19,163.44,0
CUST03226,36.68601972029425,Gurugram,Airtel,5G,Individual,14.969050249908838,12.74,0.425,39.85,0.74,430.46,159,99,60,15.56,33.75,73,0.55,602.5,0
CUST03227,36.92452726961233,Delhi,Jio,5G,Individual,18.94236761558787,4.17,0.139,12.25,0.43,58.79,22,14,8,5.97,4.14,37,0.73,117.56,0
CUST03228,34.926274179881545,Pune,Airtel,5G,Business,72.23454579164772,7.36,0.245,12.52,1.09,106.71,91,54,37,10.51,1.34,104,0.15,349.41,0
CUST03229,31.278436719208177,Chennai,Airtel,4G,Individual,71.89940972606061,3.97,0.132,6.06,0.71,33.47,15,8,7,2.28,2.42,28,0.12,154.34,0
CUST03230,25.019255644096567,Pune,Jio,5G,Individual,46.15042581196356,0.93,0.031,2.71,0.11,21.42,8,5,3,1.66,0.7,29,0.14,214.53,0
CUST03231,23.704825567710778,Noida,Airtel,4G,Family,24.78222672108152,4.77,0.159,16.09,0.37,142.84,73,38,35,2.77,0.1,78,0.17,509.3,0
CUST03232,30.805119590509,Gurugram,Jio,5G,Business,48.41017905684717,22.06,0.735,40.98,2.5,83.13,45,22,23,3.67,2.92,76,1.0,709.76,0
CUST03233,33.69099720161141,Kolkata,Vi,4G,Individual,17.12077403457968,1.78,0.059,4.61,0.11,155.15,74,38,36,5.93,3.46,30,0.48,246.17,0
CUST03234,30.67070860765884,Bengaluru,Vi,5G,Family,28.97558732279441,1.31,0.044,4.52,0.2,290.51,120,64,56,10.67,13.21,43,0.35,220.03,0
CUST03235,25.020947914445387,Gurugram,Airtel,5G,Individual,29.676596387022503,13.39,0.446,32.0,0.99,105.22,109,55,54,10.62,5.63,81,1.85,298.1,0
CUST03236,33.10842040803296,Gurugram,Jio,5G,Individual,24.80144233516723,0.6,0.02,0.99,0.12,10.44,6,3,3,0.59,0.05,49,0.02,183.98,0
CUST03237,40.04968429586325,Pune,Airtel,4G,Business,96.2511610012314,1.71,0.057,4.68,0.17,67.21,34,17,17,1.84,2.33,28,0.02,196.85,0
CUST03238,25.24367851595517,Hyderabad,Airtel,4G,Individual,66.24507849795121,16.89,0.563,34.17,2.87,288.95,138,84,54,20.58,21.01,123,0.32,1219.28,0
CUST03239,21.642468830780004,Bengaluru,Airtel,5G,Individual,65.81469993909062,33.22,1.107,86.59,7.37,22.27,12,6,6,0.59,0.39,65,3.27,530.12,0
CUST03240,52.20216904219893,Noida,Airtel,4G,Individual,120.0,21.12,0.704,56.95,1.24,55.09,18,10,8,2.62,4.08,75,5.34,777.95,0
CUST03241,18.0,Lucknow,Airtel,5G,Individual,55.46315089662146,13.09,0.436,21.06,2.56,115.2,76,49,27,5.36,1.34,92,1.36,341.65,0
CUST03242,50.340201124464784,Gurugram,Jio,5G,Individual,34.27480268088462,4.18,0.139,12.1,1.09,312.12,214,101,113,26.87,0.48,91,0.11,456.45,0
CUST03243,41.74941904300822,Delhi,Airtel,4G,Individual,46.24415515254446,6.46,0.215,21.66,0.42,151.98,116,57,59,10.79,5.88,88,0.19,385.71,0
CUST03244,41.72757333404908,Gurugram,Jio,4G,Individual,76.62705750841512,24.39,0.813,81.55,4.41,64.04,63,36,27,5.94,0.65,79,4.07,736.62,0
CUST03245,22.803697483723703,Noida,Jio,5G,Family,57.54887109109817,24.14,0.805,67.19,1.39,71.48,37,18,19,5.16,0.89,72,3.05,686.86,0
CUST03246,27.294558394702253,Bengaluru,Jio,5G,Individual,34.90485456394535,2.15,0.072,4.37,0.55,8.49,3,1,2,0.63,0.33,35,0.12,181.77,0
CUST03247,37.496934667711365,Pune,Airtel,5G,Individual,30.875657169746432,6.54,0.218,13.0,0.45,130.39,45,28,17,9.18,8.73,82,1.66,423.81,0
CUST03248,43.91269307967329,Gurugram,Airtel,5G,Individual,38.90885530017747,11.67,0.389,20.92,3.34,81.93,73,43,30,9.47,3.32,75,1.87,360.06,0
CUST03249,18.0,Bengaluru,Jio,4G,Family,120.0,4.89,0.163,8.04,1.29,438.99,211,140,71,19.74,11.04,92,1.45,545.57,0
CUST03250,37.883318441227,Mumbai,Airtel,5G,Individual,51.14363493488426,43.07,1.436,95.49,4.02,267.18,163,87,76,16.86,1.01,65,3.68,736.0,0
CUST03251,22.936564112503305,Pune,Jio,4G,Business,19.018366136421086,0.9,0.03,1.59,0.11,361.3,143,80,63,11.08,14.45,76,0.02,355.72,1
CUST03252,27.64513939616144,Noida,Jio,5G,Individual,42.70390359460618,1.1,0.037,2.06,0.3,30.7,21,12,9,0.54,1.54,35,0.15,187.05,0
CUST03253,18.0,Hyderabad,Jio,4G,Individual,42.80416564864047,16.81,0.56,48.35,1.66,109.27,52,28,24,7.8,3.18,68,2.38,694.46,0
CUST03254,31.301727196666835,Pune,Airtel,5G,Family,11.0367512629822,4.08,0.136,7.6,0.65,61.05,27,17,10,1.69,4.18,27,0.37,181.39,0
CUST03255,20.84178469758691,Mumbai,Jio,5G,Individual,40.46008965754957,13.74,0.458,39.72,2.35,314.79,150,79,71,25.4,0.83,83,0.34,451.31,1
CUST03256,45.74577495325064,Pune,Airtel,5G,Business,57.636572320471,2.02,0.067,6.51,0.51,90.26,66,36,30,10.19,1.46,35,0.26,255.58,1
CUST03257,38.949768026775615,Noida,Airtel,5G,Individual,7.96871253405756,16.55,0.552,37.92,3.65,134.3,62,33,29,9.46,7.12,52,4.66,798.58,0
CUST03258,29.25633559998703,Lucknow,Jio,5G,Family,33.21587658981399,5.84,0.195,13.8,1.47,56.0,29,15,14,1.0,3.13,34,1.0,221.95,0
CUST03259,36.922545033365765,Pune,Jio,4G,Individual,52.22030629104883,4.5,0.15,15.13,0.83,156.13,62,38,24,3.05,2.11,80,0.97,405.42,0
CUST03260,19.618552560884808,Chennai,Vi,5G,Individual,83.75687235586497,10.78,0.359,35.34,1.21,813.79,841,424,417,50.08,42.26,65,1.84,620.47,0
CUST03261,25.189430731324894,Mumbai,Airtel,5G,Individual,69.76433991696193,2.48,0.083,4.44,0.28,15.12,6,3,3,1.22,1.12,38,0.67,268.06,0
CUST03262,31.402581858527984,Gurugram,Jio,4G,Individual,22.79940062473056,17.96,0.599,52.98,3.21,147.54,48,21,27,14.76,5.24,96,2.2,461.24,0
CUST03263,22.08938696172802,Pune,BSNL,5G,Individual,36.903592497124905,8.01,0.267,25.56,1.99,114.82,44,23,21,3.33,2.9,83,0.2,481.91,1
CUST03264,27.4934576441714,Bengaluru,Airtel,5G,Individual,69.9589073241973,0.22,0.007,0.69,0.04,104.26,62,29,33,1.73,8.1,26,0.03,196.46,0
CUST03265,39.22059344153314,Noida,Jio,4G,Individual,53.75569566131696,12.22,0.407,28.93,2.82,163.04,127,56,71,10.11,5.92,92,3.38,667.23,0
CUST03266,39.70890756470954,Pune,Jio,5G,Individual,60.14287283579202,3.51,0.117,5.37,1.01,64.73,42,27,15,3.88,2.05,33,0.76,231.0,0
CUST03267,18.0,Gurugram,Airtel,5G,Individual,43.22239659056446,1.38,0.046,3.95,0.2,141.51,144,76,68,13.83,1.3,81,0.24,529.23,0
CUST03268,31.369656570856822,Pune,Vi,5G,Individual,12.963701753936627,42.15,1.405,122.14,7.45,43.93,23,10,13,2.41,2.1,77,2.6,590.47,0
CUST03269,32.47587519592569,Chennai,BSNL,4G,Individual,54.58477488075077,17.33,0.578,33.89,3.13,107.57,48,21,27,6.27,0.87,74,2.73,645.74,0
CUST03270,33.64255446232499,Mumbai,Airtel,5G,Individual,35.0795098902853,46.5,1.55,114.37,4.06,216.59,98,59,39,2.5,3.17,62,0.22,564.68,0
CUST03271,24.8702595229982,Delhi,Vi,5G,Individual,69.76934236918625,6.66,0.222,14.89,1.54,88.71,47,25,22,9.36,0.65,78,0.5,451.69,0
CUST03272,37.76362632917717,Gurugram,Airtel,5G,Individual,74.67435422585916,4.64,0.155,12.12,0.98,70.74,33,19,14,6.41,1.57,35,0.86,183.86,0
CUST03273,55.68091744667346,Pune,Airtel,4G,Individual,62.31294703682728,19.17,0.639,62.31,5.09,59.63,28,16,12,0.85,3.72,70,0.3,553.22,0
CUST03274,32.739957505587626,Chennai,Jio,5G,Individual,30.46813270860768,9.17,0.306,31.61,0.49,100.52,53,27,26,10.29,3.26,92,2.3,428.02,0
CUST03275,49.40478651034877,Lucknow,Jio,5G,Individual,68.46125857053077,3.21,0.107,5.05,0.87,427.53,161,85,76,10.44,0.7,60,0.84,540.12,0
CUST03276,40.12711807931187,Lucknow,Airtel,4G,Individual,52.84031306916504,3.67,0.122,10.09,0.21,262.26,176,83,93,5.79,0.93,72,0.04,666.42,0
CUST03277,31.898678306563447,Lucknow,Vi,5G,Individual,72.18522130273564,5.75,0.192,19.17,0.42,385.71,225,133,92,36.49,24.95,75,1.02,510.41,0
CUST03278,31.550119938672744,Gurugram,Jio,5G,Individual,55.05723522074472,3.64,0.121,7.6,0.29,143.91,98,50,48,12.76,4.72,87,0.53,347.4,0
CUST03279,25.18829510766928,Pune,Airtel,5G,Individual,83.65226053049358,11.58,0.386,19.66,0.91,73.13,38,18,20,8.24,3.23,62,3.13,376.25,0
CUST03280,27.61121854290317,Gurugram,Jio,4G,Individual,69.4577625461465,10.97,0.366,37.06,1.73,452.01,217,107,110,27.62,2.49,80,1.78,589.91,0
CUST03281,34.76330617018992,Chennai,Vi,4G,Individual,86.28736451650143,11.97,0.399,25.06,2.02,114.86,76,38,38,3.72,8.95,92,0.26,370.71,0
CUST03282,44.497999099184455,Lucknow,Jio,5G,Individual,63.49046407948847,1.9,0.063,4.15,0.43,105.56,67,30,37,6.27,7.41,38,0.02,227.13,0
CUST03283,39.062175142001216,Pune,Jio,4G,Individual,120.0,1.08,0.036,1.76,0.28,843.54,250,143,107,81.12,7.46,63,0.2,534.03,1
CUST03284,20.52639412564032,Delhi,BSNL,5G,Individual,103.24595807671068,3.96,0.132,11.91,0.57,374.97,177,95,82,5.23,2.49,85,0.75,593.81,0
CUST03285,18.0,Lucknow,Airtel,5G,Business,24.228074223936325,7.93,0.264,24.32,1.72,223.18,191,72,119,20.7,7.69,91,1.57,219.86,0
CUST03286,30.570261542924403,Kolkata,Jio,5G,Individual,24.62670536776054,1.44,0.048,4.95,0.16,62.28,29,17,12,1.83,2.41,37,0.12,195.71,0
CUST03287,35.23951611407611,Pune,Jio,5G,Individual,57.49805326248044,4.64,0.155,8.64,0.71,166.24,133,67,66,18.24,4.88,100,1.14,390.86,0
CUST03288,37.63988769453069,Kolkata,Jio,5G,Individual,41.18072164157711,2.43,0.081,8.17,0.52,266.17,128,71,57,25.56,13.5,93,0.2,514.09,0
CUST03289,18.0,Bengaluru,Jio,5G,Individual,40.350010366386414,31.75,1.058,65.54,8.54,371.21,177,101,76,42.18,17.7,122,9.42,948.88,0
CUST03290,31.635218588201983,Hyderabad,Vi,4G,Family,25.97991212945232,0.3,0.01,0.49,0.09,84.51,41,22,19,1.82,4.12,41,0.07,190.93,0
CUST03291,25.797862066069143,Noida,Airtel,4G,Individual,93.21003499831272,0.27,0.009,0.66,0.05,107.52,54,29,25,10.79,5.47,36,0.01,178.93,0
CUST03292,22.262763121851723,Chennai,Airtel,5G,Family,49.80962764787191,15.48,0.516,27.31,4.55,1004.94,499,226,273,97.77,26.87,81,0.02,618.18,0
CUST03293,41.24670479141395,Bengaluru,Vi,5G,Family,44.5274554204991,12.78,0.426,27.23,3.57,111.23,41,23,18,9.53,4.27,98,1.4,398.19,0
CUST03294,32.872074683946,Lucknow,Jio,5G,Individual,120.0,11.36,0.379,25.22,2.15,330.97,113,57,56,20.96,14.87,87,0.79,408.43,0
CUST03295,24.525874811103023,Noida,Vi,5G,Individual,71.54901182993659,46.68,1.556,163.02,9.8,363.98,256,144,112,34.96,14.54,129,6.87,1075.91,0
CUST03296,31.06889661642836,Mumbai,Airtel,5G,Individual,120.0,0.96,0.032,3.07,0.13,101.06,56,30,26,11.51,5.75,41,0.1,198.11,0
CUST03297,26.38446325504025,Pune,Jio,5G,Individual,12.251758594956836,26.12,0.871,91.34,6.18,166.1,114,59,55,19.03,2.06,60,4.57,787.81,0
CUST03298,18.0,Pune,Vi,4G,Individual,71.4070817935547,2.89,0.096,5.53,0.8,163.31,57,27,30,4.33,5.14,40,0.68,231.83,0
CUST03299,37.09285240061403,Lucknow,Airtel,5G,Family,116.56768961021665,17.55,0.585,49.87,2.96,106.43,52,30,22,4.48,8.22,82,1.67,444.18,0
CUST03300,33.75325061951423,Chennai,Vi,5G,Family,39.88733112079581,10.25,0.342,18.43,1.13,565.4,272,132,140,17.15,36.68,86,1.43,559.45,0
CUST03301,20.09174046043605,Bengaluru,Vi,4G,Individual,26.480895106741773,11.23,0.374,24.03,1.71,321.16,160,80,80,26.81,15.1,103,0.13,348.56,0
